src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,"The idiom 深入浅出 can be translated to ""Deeply and clearly"" in English."
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Deeply ingrained in the heart
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"The idiom ""深文周纳"" is often used to describe someone who is overly meticulous or overly concerned with detail, to the point of being overly critical or nitpicky."
混世魔王,Devil incarnate,Demon King of Chaos,"A person who is reckless, impulsive, and often causes trouble in society."
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,I can't believe you're trying to confuse black and white with that argument.
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Mixing right and wrong
混为一谈,Confuse something with something else,Mix it up,"To confuse or mix up things that are different or unrelated, treating them as if they are the same."
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"I tried the new restaurant, but I only had a quick taste. I didn't want to get too involved."
添枝加叶,Embellish a story,Add branches and leaves,"Add unnecessary details or embellishments to something, often to make it more complex or elaborate than necessary."
添砖加瓦,Do one's little bit,Add bricks and mortar,"The idiom 添砖加瓦 (Tiān zhuān jiā wǎ) can be translated to ""add bricks and tiles"" in English, but the literal translation does not convey the full meaning of the idiom. The idiomatic meaning of the idiom is to contribute to a project or effort by adding one's own part or effort, and it is often used in a positive sense to describe someone who helps to build or improve something."
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,Add oil and vinegar to the dish.
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"The literal translation of ""Huan Ran Bing Shi"" is ""Huan Ran Bing Shi,"" which means ""all tensions and misunderstandings are resolved"" or ""all doubts and suspicions are cleared up."
游刃有余,Be move than equal to a task,Do it with ease,"The idiom 游刃有余 (yóu rèn yǒu yú) can be translated into English as ""to have enough space to maneuver"" or ""to handle something with ease."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Taking advantage of a chaotic situation to one's own benefit.
浑然一体,An integral whole,All in one,One with the whole
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Keep it terse and faithful to each component.
沧海横流,The changes and disorders of the times,Across the sea,The vast ocean surges.
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,To destroy this morning's meal.
滴水成冰,Freezing cold,Dripping into ice,A drop of water turns into ice.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Pride goes before a fall, humility is the way to gain."
满城风雨,Become the talk of the town,Wind and rain all over the city,"The idiom 满城风雨 (mǎn chéng fēng yǔ) means that something has become very popular or widely known, and is often used to describe a sudden increase in public attention or discussion. The phrase ""full city"" refers to the entire city, and ""wind and rain"" is used metaphorically to describe the spread of news or gossip."
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"泼妇骂街 - This idiom is used to describe a woman who is very loud and abusive in public, often in a way that is offensive or inappropriate."
滥竽充数,Just to fill up a vacancy,Excessive use of data,滥竽充数 (làn yú chōng shù) =滥竽 (làn yú) + 充数 (chōng shù)
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,火上加油
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Fireworks display
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Mr. Nonsense
烈火见真金,True blue will never stain,Fire sees real gold,"The idiom 烈火见真金 (liè huǒ jiàn zhēn jīn) means ""true gold is tested by fire."" It is used to describe that something valuable or true will be revealed or recognized when faced with adversity or challenges. The idiomatic sense is that true qualities or values are revealed under difficult circumstances."
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Bake clouds to support the moon
无米之炊,Make bricks without straw,Cooking without rice,It's like trying to cook a meal without rice. It's impossible.
无风不起浪,Theres no smoke without fire,"No wind, no wave","There is always a reason for things to happen, even if it is not immediately apparent."
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" means that something happens unexpectedly without any apparent reason."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,There is no one who can match you in the world.
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, receive a reward."
无计可施,Utterly without resources,Nothing can be done,There is no way to solve the problem.
无济于事,Useless,To no avail,"The idiom ""无济于事"" means ""to be of no help"" or ""to be ineffective."" It implies that an action or effort is not useful or beneficial in achieving a desired outcome."
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,Nothing is done without visiting the Three Holy Palaces.
无事生非,Create problems where none exists,Much Ado About Nothing,"He's always creating trouble, it's just no cause to create trouble."
无所适从,With no definite plan to follow,At a loss,I'm in a state of confusion and can't decide what to do.
无恶不作,Commit all manner of crimes,Do no evil,Do evil without restraint.
无以复加,In the extreme,Can't be added,"The idiom ""无以复加"" is used to express that there is no more information or explanation that can be added to something, as it has already been fully explained or described. It implies that the current description or explanation is complete and there is no need for further elaboration."
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",An idea without a solid foundation is like water without a source or a tree without a root.
无缘无故,For no reason at all,For no reason,Without any reason or cause.
无庸赘述,It's unnecessary to go into details,Needless to say,"It's self-evident"" or ""It's obvious"
烟消云散,Disappear in a flash,Disappear into smoke,"烟消云散 (yān xiāo yún sàn) is an idiom that means ""the smoke has disappeared and the clouds have dispersed."" It can be used to describe something that has disappeared or vanished completely, often in a sudden or unexpected manner."
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"煮鹤焚琴 is an idiom that means to waste one's time and energy on trivial pursuits, such as playing music or practicing the piano, instead of focusing on more important matters. The idiom is derived from the story of a man who, after hearing a beautiful melody, decided to practice playing the piano for hours, eventually burning his own piano in the process. This idiom is often used to criticize people who waste their time and energy on unimportant activities."
照猫画虎,Imitate,Draw cats and tigers,Draw a cat by looking at a cat.
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other","Lonely and alone, with only my shadow for company."
煽风点火,Instigate,Fan the flames,Stir up the wind and ignite the fire.
熟视无睹,Ignore,Turn a blind eye,I'm so used to it that I don't even notice it anymore.
燕巢幕上,Precarious,Swallow's Nest on the Curtain,The swallow's nest on the curtain
争权夺利,Scramble for power and profit,Scramble for power,"The natural English translation of ""争权夺利"" is ""competing for power and gain""."
争长论短,Squabble,Debating long and short,"The idiom ""争长论短"" conveys a competitive and confrontational attitude where people try to outdo or outshine others in a particular area."
为民请命,Plead in the name of the people,Pray for the people,He's a true patriot who always stands up for the people's rights.
为非作歹,Break the law,To do evil,To do evil and commit crime.
为富不仁,Be rich and cruel,For the rich,To be rich and not be kind.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,"The idiom ""为虎傅翼"" can be translated into English as ""to assist a tiger in flying."" This phrase is often used to describe someone who helps someone else gain power or influence, often at the expense of the person being helped. It implies that the person being assisted gains strength or prestige by the assistance of the other party, but at the cost of the helper's own reputation or standing."
为虎作伥,Help a villain do evil,Play for the tiger,To be a伥 for a tiger
