src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,Deeply and clearly
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"The idiom 深入人心 (shēn rù rén xīn) means to have a significant impact or influence on people's minds or hearts. It implies that something is deeply ingrained in people's thoughts and emotions, leaving a lasting impression."
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deeply interpret and meticulously weave together.
混世魔王,Devil incarnate,Demon King of Chaos,A person who is very naughty and causes trouble everywhere.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Mix up black and white.
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Mix up right and wrong
混为一谈,Confuse something with something else,Mix it up,"Confuse or mix up different things or ideas, treating them as if they were the same or related, without distinguishing between them."
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,taste it a little and stop.
添枝加叶,Embellish a story,Add branches and leaves,Add unnecessary details or embellishments to something.
添砖加瓦,Do one's little bit,Add bricks and mortar,Add your own bricks and tiles to the project.
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom 添油加醋 (tiān yóu jiā cù) can be translated to ""add oil and vinegar"" in English, which implies adding unnecessary details or embellishments to a story or event."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,To be completely at ease or free from tension.
游刃有余,Be move than equal to a task,Do it with ease,"游刃有余 (yóu rèn yǒu yú) is a natural English idiomatic translation of 游刃有余 (yóu rèn yǒu yú), which means to have enough skill and experience to handle a task with ease and confidence."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,I'll just swim in the muddy water and catch some fish.
浑然一体,An integral whole,All in one,"The idiom ""浑然一体"" (hún rán yī tǐ) means ""to be in perfect harmony or unity."" It suggests that things or people are so well integrated that they form a single, unified whole."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Review the old to understand the new.
沧海横流,The changes and disorders of the times,Across the sea,The sea is vast and the waves are high.
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"To destroy the enemy completely, leaving nothing behind."
