src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,Deeply (in) and (then) superficially (out)
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Deeply enter the heart
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"He's such a deep thinker, he'll nitpick over every detail."
混世魔王,Devil incarnate,Demon King of Chaos,"A person who is extremely unruly and wild, causing chaos in society."
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"The idiom 混淆黑白 (hùn xiáo bái hēi) means to confuse or mix up right and wrong, or to make a mistake in distinguishing between right and wrong. It implies that someone is not clear about the distinction between right and wrong, and may make incorrect judgments or decisions."
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Confuse right from wrong.
混为一谈,Confuse something with something else,Mix it up,"Mix up different things or concepts, treating them as if they are the same or identical."
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Touch the surface and stop.
添枝加叶,Embellish a story,Add branches and leaves,"The literal translation of ""添枝加叶"" as ""Add Branches and Leaves"" is not a natural English idiom. A more appropriate translation would be ""Add unnecessary details"" or ""Extraneous embellishments."
添砖加瓦,Do one's little bit,Add bricks and mortar,"The idiom ""添砖加瓦"" means to contribute to or help build something, often metaphorically referring to adding one's efforts or resources to a project or cause. It conveys the idea of making a small but significant contribution towards the completion of a larger goal."
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom 添油加醋 means to add extra details or embellishments to a story or event, often exaggerating or making it more dramatic or interesting. It implies that someone is adding their own interpretation or embellishments to what happened, rather than just telling the facts as they happened."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,The idiom 涣然冰释 means that tensions or conflicts have been resolved and people are now able to get along with each other in a friendly and harmonious manner.
游刃有余,Be move than equal to a task,Do it with ease,I've got this under control. I'm really good at this. I'm just cutting with a blade that has enough space to maneuver.
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,(hún shuǐ mō yú)
浑然一体,An integral whole,All in one,"The idiom ""浑然一体"" (hún rán yī tǐ) can be translated to English as ""One body."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Reviewing the old to gain new insights.
沧海横流,The changes and disorders of the times,Across the sea,"A time of great change and upheaval, where the world is in turmoil and the heavens are affected by it."
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,灭此朝食 (mèi cǐ zhāo shí)
滴水成冰,Freezing cold,Dripping into ice,The idiom 滴水成冰 (dīshuǐ chéng bīng) means that even a small amount of water can turn into ice if it is exposed to cold temperatures.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Overestimating oneself will lead to loss, while being humble will bring benefits."
满城风雨,Become the talk of the town,Wind and rain all over the city,Full city wind and rain
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who is vulgar and abusive is shouting at the street.
滥竽充数,Just to fill up a vacancy,Excessive use of data,滥竽充数
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"The idiom ""火上加油"" can be translated as ""add fuel to the fire"" in English."
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,火树银花不夜天
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,The man who has no existence.
