src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,The idiom 深入浅出 means to present complex ideas or concepts in a way that is easy to understand. It is often used to describe a teaching or communication style that is clear and accessible to a wide range of audiences.
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,深入人心
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"The idiom ""深文周纳"" (shēn wén zhōu nà) means to scrutinize or interpret a law or regulation in a very detailed and strict manner, often to the point of being overly critical or pedantic. It implies a meticulous and possibly overly rigid approach to applying rules or regulations."
混世魔王,Devil incarnate,Demon King of Chaos,A troublemaker who causes chaos everywhere.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Mixing up black and white
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,"The literal English translation of 混淆是非 (hùn xiáo shì fēi) is ""Confuse Right from Wrong."
混为一谈,Confuse something with something else,Mix it up,Confuse or mix up different things or ideas together.
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"浅尝辄止 (qiǎn cháng zhé zhǐ) means ""to taste lightly and stop"" or ""to take a superficial look at something."" It implies that one does not delve deeply into a subject or topic but only gives it a cursory glance."
添枝加叶,Embellish a story,Add branches and leaves,Add unnecessary details or embellishments to something.
添砖加瓦,Do one's little bit,Add bricks and mortar,Add bricks and tiles (to a building)
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"A natural English idiom translation: ""To add extra details or embellishments to a story or event, often exaggerating or making it more dramatic."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"涣然冰释 (huàn rán bīng shì) is a natural English idiomatic translation of the Chinese idiom 涣然冰释 (huàn rán bīng shì), conveying the meaning of a situation being resolved completely and leaving one feeling calm and relaxed."
游刃有余,Be move than equal to a task,Do it with ease,"The idiom 游刃有余 means that one is skilled and proficient in their work or task, and can handle it with ease and confidence. It implies that the person has a lot of experience and expertise in their field, and can navigate through complex situations with ease."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,"To take advantage of a situation where things are chaotic or unclear, to exploit the confusion for personal gain or advantage."
浑然一体,An integral whole,All in one,"The idiom 浑然一体 can be translated as ""to be in perfect harmony or unity,"" which describes a situation where everything is seamlessly connected and functioning as one entity."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,To review the old to gain new insights.
沧海横流,The changes and disorders of the times,Across the sea,"A time of great turmoil or upheaval, where people may face significant challenges and uncertainties."
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"The literal translation ""Eradicate this morning's meal"" doesn't convey the idiomatic meaning of ""to destroy the enemy's army for breakfast."" However, a natural English idiom that conveys a similar meaning could be ""to take the enemy by surprise."
滴水成冰,Freezing cold,Dripping into ice,Dripping water freezes into ice.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Fullness invites loss, humility brings benefit."
满城风雨,Become the talk of the town,Wind and rain all over the city,"The idiom ""满城风雨"" can be translated to the English phrase ""full of talk"" or ""much ado about nothing"" to convey its meaning in a natural and idiomatic way."
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"A woman who yells and curses in public, often making a scene or causing trouble."
滥竽充数,Just to fill up a vacancy,Excessive use of data,"The idiom ""滥竽充数"" (làn yú chōng shù) is used to describe people who are pretending to be skilled or knowledgeable when they are not, often in the context of deceiving others by pretending to have abilities or knowledge they do not possess."
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"A natural English idiomatic translation: ""Make things worse"
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,"The fireworks were truly a sight to behold, like a fire tree and silver flowers in the sky."
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,"A native speaker would say, ""He's just a Mr. Nothing."
烈火见真金,True blue will never stain,Fire sees real gold,"烈火见真金, 真金不怕火炼。"
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,(hōng yún tuō yuè)
无米之炊,Make bricks without straw,Cooking without rice,I can't start the project without the necessary resources.
无风不起浪,Theres no smoke without fire,"No wind, no wave","No wind makes waves"" (or ""No wind causes ripples"")"
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" is often used to describe someone who is causing trouble or problems without any reason or cause."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"The phrase ""无敌于天下"" can be translated as ""unbeatable in the world,"" which is a natural and idiomatic way to express someone or something that is incredibly powerful or skilled and cannot be defeated or surpassed by anyone or anything."
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, no reward"
无计可施,Utterly without resources,Nothing can be done,There is no way to deal with it.
无济于事,Useless,To no avail,No help at all
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"There's no such thing as a coincidence, it's all part of the plan."
无事生非,Create problems where none exists,Much Ado About Nothing,无事生非
无所适从,With no definite plan to follow,At a loss,The person is in a difficult situation and doesn't know what to do.
无恶不作,Commit all manner of crimes,Do no evil,Do no evil
