src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,深入浅出 (shēn rù qiǎn chū) means to explain something in a way that is both thorough and accessible.
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,深入人心 means to have a strong and lasting impact on someone's mind or heart.
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"The idiom 深文周纳 (shēn wén zhōu nà) can be translated as ""to interpret laws or regulations in a very narrow and strict manner, often to the point of being overly complicated or unreasonable."" It is often used to describe someone who is overly meticulous or pedantic in their interpretation of rules or laws."
混世魔王,Devil incarnate,Demon King of Chaos,A person who is extremely unruly and causes trouble everywhere they go.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"To mix up right and wrong, good and bad, or true and false."
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,"A native speaker would say ""I'm sorry, but I can't help but feel like you're trying to confuse the issue."
混为一谈,Confuse something with something else,Mix it up,Confuse things together
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"A native speaker would say: ""I'll just have a taste of this, I'm not going to go deep into it."
添枝加叶,Embellish a story,Add branches and leaves,Add unnecessary details to a story or situation.
添砖加瓦,Do one's little bit,Add bricks and mortar,Add bricks and tiles.
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,The speaker added extra details to the story to make it more interesting.
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,焕然冰释
游刃有余,Be move than equal to a task,Do it with ease,"To handle something with ease and skill, or to have ample room to maneuver."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To take advantage of a situation where things are unclear or confusing.
浑然一体,An integral whole,All in one,"The idiom 浑然一体 can be translated as ""Harmonious Unity"" in English."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,To review the old to understand the new.
沧海横流,The changes and disorders of the times,Across the sea,"The idiom ""沧海横流"" can be translated to ""A turbulent sea"" or ""A time of great turmoil and upheaval."" It is often used to describe a period of great change or upheaval in history or society."
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"灭此朝食 (mì cǐ cháo shí) means ""to destroy this morning's meal"" and is used to describe a situation where one has to make a difficult choice between two equally undesirable options. It is often used to express the idea of having to make a difficult decision or to choose between two unpleasant outcomes."
滴水成冰,Freezing cold,Dripping into ice,"The idiom ""滴水成冰"" can be translated as ""a drop of water turns into ice"" in English."
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Overconfidence can lead to loss, while humility leads to gain."
满城风雨,Become the talk of the town,Wind and rain all over the city,Full City Winds
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"A woman who is rude and abusive to others, especially in public."
滥竽充数,Just to fill up a vacancy,Excessive use of data,"滥竽充数 (làn yú chōng shù) means to pass off inferior quality or unqualified individuals as qualified ones, often used to describe someone who pretends to be skilled or knowledgeable when they are not."
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,火上加油 (huǒ shàng jiā yóu)
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Fire trees and silver flowers do not have a night sky.
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Uwu Xiansheng
烈火见真金,True blue will never stain,Fire sees real gold,"The idiom ""烈火见真金"" translates to ""true gold is revealed in the fire"" in English."
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To create a false impression or to embellish something.
无米之炊,Make bricks without straw,Cooking without rice,"The idiom ""无米之炊"" is used to describe an impossible task or goal that cannot be realized without the proper tools or conditions."
无风不起浪,Theres no smoke without fire,"No wind, no wave",No wind does not make waves.
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" means that someone is causing trouble without any reason or cause."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,Unbeatable in the world
无功受禄,Get a reward without deserving it,Reward without merit,Receiving benefits without making any effort or contribution.
无计可施,Utterly without resources,Nothing can be done,There is no way to do it.
无济于事,Useless,To no avail,"The idiom ""无济于事"" means ""to be useless"" or ""to have no effect"". It is often used to describe actions or efforts that do not produce the desired outcome."
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"The idiom ""无事不登三宝殿"" means that someone is expected or invited to come to a place or event, often implying that they have been invited or are expected to attend."
无事生非,Create problems where none exists,Much Ado About Nothing,"The idiom ""无事生非"" is used to describe someone who creates or spreads rumors or false information for no reason, causing unnecessary trouble or conflict."
无所适从,With no definite plan to follow,At a loss,"Result: To be unable to decide or choose between two or more options, feeling lost and uncertain about what to do."
无恶不作,Commit all manner of crimes,Do no evil,"The literal translation of ""无恶不作"" is ""There is no evil that is not done."" This phrase is often used to describe someone who is completely immoral and does not hesitate to commit any kind of wrongdoing."
无以复加,In the extreme,Can't be added,There is nothing more to add.
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root","The idiom ""无源之水，无本之木"" can be translated as ""a foundationless tree or a waterless river."" This phrase is often used to describe something that is unstable or unsustainable, lacking a solid foundation or source."
无缘无故,For no reason at all,For no reason,I don't know why he did that. It was just无缘无故.
无庸赘述,It's unnecessary to go into details,Needless to say,No need to elaborate or add more.
烟消云散,Disappear in a flash,Disappear into smoke,"The problem has disappeared, like smoke dissipating and clouds dispersing."
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"I feel like I'm burning the candle at both ends, trying to do too much and wasting time on trivial things."
照猫画虎,Imitate,Draw cats and tigers,Draw a tiger by looking at a cat.
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",茕茕孑立，形影相吊
煽风点火,Instigate,Fan the flames,Fan the wind and ignite the fire.
熟视无睹,Ignore,Turn a blind eye,熟视无睹 means to be accustomed to something and not notice it. It implies that one is so familiar with a situation or object that they no longer pay attention to it.
燕巢幕上,Precarious,Swallow's Nest on the Curtain,The swallow's nest is on the curtain.
争权夺利,Scramble for power and profit,Scramble for power,Strive for power and gain.
争长论短,Squabble,Debating long and short,Argue about who is taller and who is shorter.
为民请命,Plead in the name of the people,Pray for the people,To speak up for the people's rights.
为非作歹,Break the law,To do evil,"The idiom ""为非作歹"" is a phrase that describes someone who is engaged in criminal or immoral activities."
为富不仁,Be rich and cruel,For the rich,To be rich and not be kind.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give wings to a tiger.
为虎作伥,Help a villain do evil,Play for the tiger,To act as a伥 for a tiger.
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,"The idiom ""为丛驱雀"" is used to describe someone who is so busy doing something that they don't have time for anything else, and as a result, they are unable to pay attention to other things."
为所欲为,Have (or get) one's own way,Do whatever you want,"The idiomatic translation of ""为所欲为"" is ""do as one pleases."
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"To drive fish out of a pond, to drive birds out of a forest."
