src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,"The idiom 深入浅出 can be translated as ""easy to understand"" or ""simple yet comprehensive."
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,深入人心 (shēn rù rén xīn) - Deeply ingrained in the heart
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"A natural English idiomatic translation: ""nitpicking"
混世魔王,Devil incarnate,Demon King of Chaos,A chaotic and unruly person who causes trouble in the world.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse right and wrong
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Mix up right and wrong.
混为一谈,Confuse something with something else,Mix it up,"The idiom 混为一谈 (hùn wéi yī tán) can be translated to English as ""to confuse or mix up different things or ideas."
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,浅尝辄止 (qiǎn cháng zhé zhǐ)
添枝加叶,Embellish a story,Add branches and leaves,"Add unnecessary details or embellishments to something, often to make it seem more impressive or complex than it actually is."
添砖加瓦,Do one's little bit,Add bricks and mortar,"The idiom 添砖加瓦 (tiān zhuān jiā wǎ) means to contribute one's effort or resources to support a project or cause, often by adding to it in a supportive or constructive way."
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom 添油加醋 (tiān yóu jiā cù) can be translated to ""add oil and vinegar"" in English, which is a literal translation of the phrase. However, this translation does not accurately convey the idiomatic meaning of the idiom. A more natural and idiomatic translation would be ""add details"" or ""add embellishments"" to the story or event."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,焕然冰释
游刃有余,Be move than equal to a task,Do it with ease,游刃有余
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of the situation without being noticed or without any effort.
浑然一体,An integral whole,All in one,He is completely one with the whole.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,"The idiom ""温故而知新"" can be translated as ""to review the old to gain new insights."
沧海横流,The changes and disorders of the times,Across the sea,A time of great change or upheaval.
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"The idiom 灭此朝食 means to completely eliminate or destroy the enemy's army, leaving no further action needed."
滴水成冰,Freezing cold,Dripping into ice,The idiom 滴水成冰 (dī shuǐ chéng bīng) means that even a small amount of water can freeze into ice. It is often used to describe a situation where something is extremely cold or extreme coldness.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Overestimating oneself leads to loss, while being humble leads to gain."
满城风雨,Become the talk of the town,Wind and rain all over the city,"The news of the scandal has spread like wildfire, with people talking about it everywhere."
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,泼妇骂街
滥竽充数,Just to fill up a vacancy,Excessive use of data,Passing off fake or inferior goods as genuine ones.
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Adding fuel to the fire
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,"The idiom ""火树银花"" is used to describe a festive and celebratory atmosphere, often associated with events like the Chinese New Year or other major holidays."
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Uwai Xiansheng is a fake or a charlatan.
烈火见真金,True blue will never stain,Fire sees real gold,Hot fire reveals the true gold
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Bake clouds to support the moon.
无米之炊,Make bricks without straw,Cooking without rice,It's like trying to cook a meal without rice.
无风不起浪,Theres no smoke without fire,"No wind, no wave","There is always something going on, even if it is not immediately noticeable or obvious."
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" can be translated to ""No wind raises waves"" in English, which means that something is happening without any apparent cause or reason."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"The idiom ""无敌于天下"" can be translated into English as ""unbeatable in the world."
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, no reward."
无计可施,Utterly without resources,Nothing can be done,"The idiom ""无计可施"" can be translated to ""No method to be used"" in English."
无济于事,Useless,To no avail,It's no help at all.
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"No matter what happens, it doesn't go to the Three Holy Ones' Hall."
无事生非,Create problems where none exists,Much Ado About Nothing,He's always making a big fuss over nothing.
无所适从,With no definite plan to follow,At a loss,"Unable to decide or choose between two or more options, feeling lost and confused."
无恶不作,Commit all manner of crimes,Do no evil,"The literal translation of ""无恶不作"" is ""There is no evil that is not done."" However, this does not convey the full meaning or connotation of the original Chinese idiom."
无以复加,In the extreme,Can't be added,No more can be added.
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root","There is no source of water, no root of wood."
无缘无故,For no reason at all,For no reason,Without cause or reason.
无庸赘述,It's unnecessary to go into details,Needless to say,No need to elaborate
烟消云散,Disappear in a flash,Disappear into smoke,"烟消云散 is an idiom that means ""to disappear completely"" or ""to be gone without a trace."" It is often used to describe something that has vanished or ceased to exist."
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,煮鹤焚琴
照猫画虎,Imitate,Draw cats and tigers,To imitate superficially or without understanding its true nature.
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other","The idiom 茕茕孑立, 形影相吊 is a natural English translation that conveys the meaning of being alone and lonely, with no one to share the loneliness with."
煽风点火,Instigate,Fan the flames,煽风点火
熟视无睹,Ignore,Turn a blind eye,To ignore or not notice something that is obvious or easily seen.
燕巢幕上,Precarious,Swallow's Nest on the Curtain,The swallow's nest on the curtain.
争权夺利,Scramble for power and profit,Scramble for power,"The natural English idiomatic translation for ""争权夺利"" is ""to fight for power and gain."
争长论短,Squabble,Debating long and short,"We're just arguing about who is better at this, it's not worth it."
为民请命,Plead in the name of the people,Pray for the people,To speak for the people.
为非作歹,Break the law,To do evil,"He's always been a troublemaker, always looking for ways to cause trouble."
为富不仁,Be rich and cruel,For the rich,"For the sake of wealth, be unkind."
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give wings to a tiger
为虎作伥,Help a villain do evil,Play for the tiger,"The idiom ""为虎作伥"" means to assist or support a criminal or evil person, often in a passive or unwitting manner. It can also refer to someone who is complicit in wrongdoing or who benefits from it, even if they are not directly involved in the crime. This idiom is used to describe someone who is complicit in wrongdoing or who benefits from it, even if they are not directly involved in the crime."
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To drive away the birds from the bush
为所欲为,Have (or get) one's own way,Do whatever you want,Do as you please.
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"To drive fish into a deep pool, to drive birds into a bush."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"When a wall falls, everyone blames the builder."
片甲不留,The army is completely wiped out,No armor left,"The result of the idiom is that someone has completely and utterly disappeared, leaving no trace or evidence of their existence."
片瓦无存,Be razed to the ground,No tiles left,A single tile remains.
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,"The literal translation of 牛头不对马嘴 is ""Cows' heads don't match horses' mouths."" However, the idiomatic meaning of the phrase is that the speaker's words or actions do not match or make sense, or that they are not related to the topic at hand."
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,"The idiom 牛鬼蛇神 (niú guǐ shé shén) is used to describe people who are strange, bizarre, or frightening in appearance or behavior. It is often used to criticize or ridicule someone who is perceived as being overly strange or bizarre."
牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,"The idiom 牵一发而动全身 can be translated as ""Pull one hair and the whole body moves."" This phrase emphasizes the idea that a small change or action can have a significant impact on a larger system or situation."
狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,A dog's desperation causes it to jump over the wall.
狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,狗血喷头 (gǒu xuè pēn tóu)
狐假虎威,Take advantage of the influence of others,Fox fake tiger power,The fox takes advantage of the tiger's power to intimidate other animals.
狐群狗党,A gang of scoundrels,Fox and Dog Party,Fox Pack Dog Party
狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,The clever rabbit has three dens.
狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,狭路相逢勇者胜
独霸一方,Be a local despot,Dominate one side,"(Someone) holds a position alone, dominating a region."
独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,"The idiom ""独木不成林"" means that one person or thing cannot stand alone and must rely on others to form a group or community. It emphasizes the importance of cooperation and interdependence in achieving success or stability."
独夫民贼,Autocrat and traitor to the people,Single husband and thief,"One Man, People's Traitor"
独占鳌头,Head the list of successful candidates,Come out on top,"The idiom ""独占鳌头"" is used to describe someone who has achieved the highest rank or position in a particular field or competition. It is often used to describe someone who has achieved the highest rank or position in a particular field or competition. The idiom comes from the story of a fisherman who caught a giant sea turtle and used its head to weigh his catch. The fisherman then used the turtle's head to weigh his catch, which was the largest in the area. The idiom is used to describe someone who has achieved the highest rank or position in a competition or contest."
率由旧章,Follow the beaten track,Rate by old chapter,"The idiom 率由旧章 can be translated to English as ""to follow established rules or customs."
玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device","The jade is not carved, it cannot become a vessel."
玩火自焚,Whoever plays with fire gets burnt,Play with fire,"The idiom 玩火自焚 (wán huǒ zì fén) can be translated to English as ""to burn oneself on fire"" or ""to burn oneself by playing with fire."" It is used to describe someone who is reckless and puts themselves in danger, often with the intention of achieving a goal or achieving something they desire. The idiom is often used to caution against taking unnecessary risks or making hasty decisions without considering the consequences."
珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,pearl round and jade smooth
班门弄斧,Show off in the presence of an old hand,Ban door axe,班门弄斧 (bān mén nòng fǔ)
瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,The blemish does not cover up the beauty.
瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Flaws and virtues are intermingled.
瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,Precious snow foretells a bountiful year.
璞玉浑金,Unadorned beauty,Raw jade and gold,璞玉浑金 (pǔ yù hún jīn)
瓜田李下,Be found in a suspicious position,Melon Field Lixia,瓜田李下 is often used to caution against actions that may be perceived as suspicious or suspicious.
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,Pot with thunder
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a jar
瓮中捉鳖,A sure catch,Catching turtle in urn,"In a pot, catch a turtle"
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,"A native speaker would say ""I'm sorry, I'm not good enough for that."
甘之如饴,Gladly endure hardships,Sweet as candy,To enjoy something so much that it is as sweet as honey.
甚嚣尘上,Making a lot of noise,All over the place,Very noisy and dust-filled.
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,It's too late now. The decision has been made and cannot be changed.
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born from worry, die from comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,Using military strategies like a god
男盗女娼,Behave like thieves and whores,Male thief female prostitute,"The idiom ""男盗女娼"" is a derogatory term used to describe individuals who engage in criminal activities or engage in prostitution. It is often used to criticize or mock people who engage in unethical or illegal behavior."
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",Having a strong foundation or resources can withstand various challenges and difficulties.
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,"The idiom 毕其功于一役 means to accomplish something in one attempt or to achieve a goal in one try. It implies that one should not try to do everything at once, but rather focus on one thing at a time to ensure success."
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,"I can't afford to buy a new car, so I'll just draw a cake to quench my hunger for a new car."
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,Drawing a tiger makes it look like a dog.
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"When the opportunity arises, make a decision immediately."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","The person in charge is in the dark, while the bystander sees clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,"On the spot, one makes a fool of oneself"
当仁不让,Not decline to shoulder a responsibility,Do your part,"When it comes to the righteous, one does not yield."
当耳边风,Turn a deaf ear to,When the wind blows,"To ignore or disregard something, as if it were merely a whisper or a breeze passing by one's ears."
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,"Building upon or adding to something already existing, often in an excessive or unnecessary manner."
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"The idiom 疾风知劲草 (jī fēng zhī jìng cǎo) means ""in times of great hardship, one can discern the true nature of people."" It suggests that during difficult times, one can easily identify those who are steadfast and loyal, as opposed to those who are fickle or unreliable."
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,疾恶如仇 (jí è rú chóu)
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"Illness urgent, throw medicine randomly"
病从口入,Illness finds its way in by the mouth,Disease from the mouth,病从口入，祸从口出。
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A fat toad wants to eat a swan.
登峰造极,Reach the summit,Reach the pinnacle,"The idiom ""登峰造极"" can be translated as ""reach the peak"" or ""reach the extreme"" in English."
登堂入室,Pass through the hall into the inner chamber,Entering the room,"To achieve a high level of skill or expertise in a particular field, one must first understand the basics and then progress to a higher level of proficiency. This can be likened to entering a house and then entering a room, where the house represents the basics and the room represents the higher level of expertise."
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Work hard and forget to eat, be happy and forget about worries, and don't know that old age is approaching like this."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A white jade with minor blemish.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,White-haired and old together
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,I can't believe you said that. You're seeing ghosts in the daytime!
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,"A hundred steps, a hundred crows."
百废俱兴,Full-scale reconstruction is under way,Everything is booming,All things are revived
