Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","यह सेंटेंस एक चुटकुला है, जिसमें कहा गया है कि अगर कोई समस्या है तो उसे जल्दी से हल करना चाहिए, चाहे वह किसी भी तरह का हो। यह सेंटेंस एक आम कहावत की तरह है, जो हमेशा की जाती है कि अगर कोई समस्या है तो उसे जल्दी से हल करना चाहिए, चाहे वह किसी भी तरह का हो।"
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And they said, ""O Shu'ayb, what you say is often beyond our understanding. We are certainly of the opinion that you are the weakest among us. If your tribe had not been your shield, we would have killed you long ago. And you cannot harm us in any way."
2,- हाँ.,- Yeah.,"- हाँ, मैं तुम्हारे साथ हूँ।"
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"Who gets frightened when trouble comes to him, should be hit by the one who causes him trouble.  (idiomatic expression)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Hindi dictionary)  (Source: Wikipedia)  (Source: Google Translate)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by the one who causes him trouble.)  (Source: Other sources)  (Note: This idiom is used in Hindi, Urdu, and other languages.)  (Source: Other sources)  (Note: This idiom is used to convey that one should be punished by"
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,My mother is the most important person in my life.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mailbox source '%s'  Trying to send mail from a non-mail
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,DigiCam plugin for adjusting image histogram levels.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,"- Where is Lady Eboshi? Every man has moved away and gone to kill the Deer God. - I am only a fool, but I understand that this is a very difficult time."
8,वो मेरी माँ है.,My mother's from Sweden.,"My mother is. (Note: This is a natural English translation of the idiomatic expression.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic expression is used to indicate that the speaker is married, not that the person being referred to is actually the speaker's mother.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic expression is used to indicate that the speaker is married, not that the person being referred to is actually the speaker's mother.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic expression is used to indicate that the speaker is married, not that the person being referred to is actually the speaker's mother.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic expression is used to indicate that the speaker is married, not that the person being referred to is actually the speaker's mother.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic expression is used to indicate that the speaker is married, not that the person being referred to is actually the speaker's mother.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic expression is used to indicate that the speaker is married, not that the person being referred to is actually the speaker's mother.)  (Note: This idiomatic expression is used in many South Asian cultures.)  (Note: The literal translation is a bit confusing, but it's a common idiomatic expression in Hindi/Urdu.)  (Note: The idiomatic"
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","Their hearts are full of prayer, their hands are full of charity, and they walk with caution. Their faces are always smiling, and their eyes are open to the truth. They listen with kindness, and their words are always sincere. God is always watching over them. Translation: God is always watching over them. (Note: The original text is a repetition of the same phrase, which is a rhetorical device to emphasize the point.)"
