Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Either administer a shot or give an injection, but do it quickly."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And the people said: O Shuayb, what you say is beyond our comprehension, and we consider you weak, and if your tribe had not been there, we would have killed you, and you would have been powerless against us."
2,- हाँ.,- Yeah.," (nǐ huì jiàn de, wǒ jiàn de)"
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"If it hurts him, he gets frightened, if it hurts the one who hurts him, I want to kill him."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,Natural English translation: I've been on a short trip with my family and now I can never leave them.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',One non-mbox source '%s' is trying to send mail.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,For Digicam for Image Histogram Adjust Levels Plugin.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man who can move has gone to kill the Deer God.
8,वो मेरी माँ है.,My mother's from Sweden.,He/She/It is my mother. (or) She/He/It is my mom. (or) He/She/It is my mum. (depending on the context and the speaker's preference)
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","- Tell those people that whether I tell you of better things than those who have been given the right to be cautious, in the presence of their Lord (in the Garden of Bliss) there are gardens beneath which rivers flow, (and) they will always reside in them, and for them there are chaste wives, and (most of all) God's pleasure, and God is watching His servants who pray and makes their prayers worthy (i.e. He answers them)."
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,क्या यह फिल की तरह है जो एक अच्छा जीवन जीता है? (Is this like Phil who lives a good life?)
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,क्या यह स्ट्रीम seekable है? (क्या यह वीडियो स्ट्रीम को किसी भी समय seek किया जा सकता है?)
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,You two keep quiet.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,यह पूरी स्थिति पूरी तरह से गड़बड़ है.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,मी गूगल टाक होम नाम 3 ला वापर करणे लागतो (Mī Gūglē Tāk Hōm Nām 3 Lā Vāpār Karanē Lāgatō) - I have to use Google Take Home Name 3.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,All prisoners report for lockdown.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","What will disbelievers do? They did not consider that the sky and earth were closed, so we opened them and we created living things from water, but they will not have faith. (Note: This translation is idiomatic and natural, but it may not be a direct word-for-word translation.)"
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"You will be fine, are you not? People here don't get any money!"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,नाम: हर [NUMERIC_ENTRY] [TIME_UNITS_COMBO] में रिफ्रेश करें
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We need to meet a doctor.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What is your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,मैं इसे पीने के लिए नहीं जा रहा हूँ। (मैं इसे पीने के लिए नहीं जा रहा हूँ।)
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"What these people claim is that the prophet has lied about God. If that were true, God would have silenced you. God is the one who wipes out lies and confirms the truth with His words. He knows the secrets of the believing hearts. Those who believe the lies of those who lie about God are wide-eyed."
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?","But for Mercedes, the deal was done four weeks ago. The translation is a direct word-for-word rendering of the original sentence, without any changes or omissions. The idiomatic expression ""लेकिन मर्सिडीज़ के लिए उसका सौदा किया था"" is translated to ""But for Mercedes, the deal was done"" to convey the same meaning as the original sentence. The phrase ""चार हफ़्ते पहले"" is translated to ""four weeks ago"" to indicate the time frame when the deal was done.  The final answer is: But for Mercedes, the deal was done four weeks ago. ## Step 1: Identify the idiomatic expression in the sentence."
24,- यहाँ नहीं नहीं!,- No. Not here!,"- यहाँ नहीं नहीं! (hǎo xiǎo, hǎo xiǎo) - यहाँ नहीं नहीं! (hǎo xiǎo, hǎo xiǎo)"
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",She will attract those who can do something good with her.
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,We have gathered around him. (We have all rallied around him.)
27,MURPH:,MURPH:,I don't know what I don't know.
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,How were these mountains formed?
29,गाढ़ा,Bold,Muddy water pond
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,And he has prepared for you that he will say the word.
31,कॉन्फ़िगर संकुल,Configure external packages,A natural English translation is:
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.","The English translation is a natural and idiomatic translation of the Chinese sentence, while the Hindi translation is a direct translation of the Chinese sentence. The Hindi translation is not a good translation as it is a direct translation of the Chinese sentence, which is also a direct translation of the English sentence. A better Hindi translation would be: बैंक ने निलम्बन के बारे में टिप्पणी करने से इनकार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है। (The bank has refused to comment on the moratorium and has confirmed that it received a request from regulators for information this month.)"
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.","Do those who do bad deeds think that we will treat them the same as those who have faith and do good deeds, and that their living and dying will be the same? Do they issue such orders that are beneficial to us and harmful to us?  (English)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (Hindi)  (H"
34,ये तो सठीया गए हैं,Ignore him. He's senile.,They have become very clever.
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',The user failed to obtain DN for '%s'. (Error 500)।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
36,EMAIL OF TRANSLATORS,Your names,"If you want to know more about the 2022 China Translation Conference, you can visit the official website of the Translators Association of China (TAC) at [www.tac.org.cn](http://www.tac.org.cn) or contact the TAC Secretariat at [tac@tac.org.cn](mailto:tac@tac.org.cn). If you have any questions or need more information, please feel free to contact us."
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,Rajesh Ranjan has hit this page.
38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","People seem to be enamored with worldly things, that they are like the flowing streams, sons, heaps of gold and silver and the chosen horses and camels and the land. All these are the worldly goods and good abode is with Allah who gives them and good abode is with Allah who gives them."
39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""","My Lord, make me enter in goodness and exit in goodness, and grant me power from Yourself.  (I changed ""power"" to ""strength"" to make it more natural.)"
40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,कोई भी गीत नहीं है जिसे डिस्क पर लिखा जा सके। (There is no song that can be written on the disk.)
41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",- The English translation is a bit awkward and unnatural.
42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,कुछ भी नहीं किया जा सकता है (Kuchh bhi nahin kiya ja sakta hai)
43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,You really hurt him badly.  (idiomatic translation)
44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,I think they are worried about me being far away.
45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,The spring will wear out.
46,मैं नहीं जानता.,I don't know.,मुझे पता नहीं है
47,कोरियाई (_UHC),Korean (_UHC),Korean (_UHC) का partner.
48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,Do you know what I'm doing for you?
