Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Fix it quickly, no matter what."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","Your words don't make sense to us and we think you're weak, so if you weren't part of our tribe, we'd have killed you a long time ago. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a conversation with you. Nobody can understand you and nobody can have a"
2,- हाँ.,- Yeah.,"- Yes, I understand."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,जो उसे प्यार करता है वह भी उसे प्यार करता है और जो उसे प्यार नहीं करता है वह भी उसे प्यार करता है।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,Always bound to be for the rest of one's life.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',There is no place to send a letter to a non-existent mailbox in '%s'.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Download the Image Histogram Adjust Levels Plugin for डिज़ीकैम.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where's Lady Eboshi? Everyone's off fighting the Deer God.
8,वो मेरी माँ है.,My mother's from Sweden.,My mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","Tell those people that whether I tell you about better things than those who have been given guardianship of their Lord, they will have in Paradise gardens under which rivers flow, and they will always reside in them, and they will have pure and chaste wives, and most of all, God's pleasure, and God will be keeping a close eye on those of His servants who pray and He will hear their prayers and accept them."
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,यह अच्छा है जैसे कि फिल का व्यवहार या कार्य।
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,Is the current stream seekable?
