Unnamed: 0,src,true_meaning,predicted
0,9. 《全球行动纲领》协调处得到比利时的财政支持，目前正帮助埃及、尼日利亚、坦桑尼亚联合共和国、斯里兰卡和也门制订试行的保护海洋环境免受陆地活动影响的国家行动方案。,"The Global Programme of Action Coordination Office, with the financial support of Belgium, is currently assisting Egypt, Nigeria, United Republic of Tanzania, Sri Lanka and Yemen to develop pilot national programmes of action for the protection of the marine environment from land-based activities.","The Global Action Plan is teaming up with several countries to protect marine environments from land-based activities, thanks to Belgium's financial backing."
1,"该论坛达成的亚洲和非洲国家私营公司间的商业合同超过了2,400万美元。",The forum produced business contracts amounting to more than $24 million between Asian and African private companies.,The forum has facilitated business deals worth over $24 million between private companies in Asia and Africa.
2,艾滋病来势汹汹及其传染速度让很多南非人意想不到。像发达国家一样，艾滋病毒感染最初集中在血友病患者、性活跃同性恋者以及静脉注射吸毒人员中。但20世纪90年代某种未知原因导致公众病毒感染率暴增。被病毒感染的南非民众数量（相当于丹麦全国人口）超过了相邻莫桑比克、莱索托、博茨瓦纳、纳米比亚、斯威士兰和津巴布韦的总和。,"But, during the 1990’s, and for reasons that are still notfully understood, the virus exploded into the general population.The number of infected South Africans (equivalent to the populationof Denmark) outstrips that of neighboring Mozambique, Lesotho,Botswana, Namibia, Swaziland, and Zimbabwe combined.","The rapid spread of AIDS in South Africa has left many people there stunned. Like in developed countries, AIDS first targeted those with hemophilia, gay men with active sex lives, and intravenous drug users. But in the 1990s, for some unknown reason, the public virus infection rate skyrocketed. The number of South Africans infected with the virus (equivalent to the population of Denmark) exceeded the combined total of neighboring Mozambique, Lesotho, Botswana, Namibia, Swaziland, and Zimbabwe.  Word-by-word translation:"
3,大概自1968年委员会开始执行其任务以来，委员会从未遇到被占领土内的巴勒斯坦人和其他阿拉伯人如此愤怒和悲惨过，以及其基本人权和基本自由如此不受尊重。,Not since the inception of its mandate in 1968 has the Committee ever confronted such anger and misery among the Palestinian people and other Arabs in occupied territories and disrespect for their basic human rights and fundamental freedoms.,自1968年以来，委员会从未遇到过巴勒斯坦人和阿拉伯人如此绝望和痛苦的时刻，也从未见过他们的权利和自由受到如此践踏的待遇。
4,“6.　又欢迎经济转型国家渴望进一步开展区域、次区域和区域间合作，请联合国系统加强同其成员包括经济转型国家的各区域和次区域合作组织的对话，并增加对它们的支助；,"“6. Also welcomes the aspiration of the countries with economies in transition towards the further development of regional, subregional and interregional cooperation, and invites the United Nations system to enhance dialogue with and increase support to the regional and subregional cooperation organizations whose membership includes the countries with economies in transition;","Literal translation: “Again welcome economic transition countries to desire further to carry out regional, subregional and interregional cooperation, please United Nations system to strengthen dialogue with its members including economic transition countries various regional and subregional cooperation organizations and increase assistance to them;”  Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference. Bookmark this page for future reference."
5,提及的其他名字不在名单上。,Other names mentioned are not listed.,Other names mentioned are not on the list.
6,你可以吗 可以了,"You got that? You all right? We're very, very ready!",English Translation: It's been a long time since you could do it.
7,38. 马达加斯加格洛里厄斯群岛、新胡安岛、欧罗巴岛和印度巴萨斯岛问题（2005年9月20日第60/503 A号决定）。,"Question of the Malagasy islands of Glorieuses, Juan de Nova, Europa and Bassas da India (decision 60/503 A of 20 September 2005).","The Glorioso Islands, Juan de Nova Island, Europa Island and Bassas da India are overseas territories of France located in the Indian Ocean."
8,根据难民专员办事处的说法，需要采取进一步具体措施，例如将阿族人纳入地方警察部队以及使该地区非军事化等等，以便消除该地区紧张根源。,"According to UNHCR, further concrete measures, such as the inclusion of ethnic Albanians in the local police forces and the demilitarization of the area, are needed in order to address the sources of tension in the area.",Literal: Translation:
9,不，他脑子不清楚。,No. He's not thinking straight.,"No, he's not in his right mind."
