Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Suture or shoot, but fix it quickly."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",We would have treated you like dirt if you hadn't been part of our tribe.
2,- हाँ.,- Yeah.,"I understand. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand, but I understand that this is a big change. I understand"
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,उसे कोई भी चीज़ जो उसे तकलीफ़ पहुँचाती है उसे सुनने के लिए तैयार हो जाता है लेकिन उसे सुनने के बाद वह उसे भूल जाता है।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,मैंने अपने जीवन को एक संगीतकार के रूप में समर्पित किया है और अब मैं संगीत के लिए अपना जीवन समर्पित हूँ।
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',An attempt was made to send mail in a non-mbox source %s.।
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Adjust the histogram levels of DigiCam using the plugin.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man has moved and gone to kill the Deer God. -
8,वो मेरी माँ है.,My mother's from Sweden.,The correct answer is: He/She/It is my mother. or She is my mother. or He is my mother. or It is my mother. (depending on the context)
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",And He answers their prayers and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is pleased with them and He is
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,"Is good like a movie?""  (or ""Is it as good as a movie?"") would be a more natural translation."
