Unnamed: 0,src,true_meaning,predicted
0,9. 《全球行动纲领》协调处得到比利时的财政支持，目前正帮助埃及、尼日利亚、坦桑尼亚联合共和国、斯里兰卡和也门制订试行的保护海洋环境免受陆地活动影响的国家行动方案。,"The Global Programme of Action Coordination Office, with the financial support of Belgium, is currently assisting Egypt, Nigeria, United Republic of Tanzania, Sri Lanka and Yemen to develop pilot national programmes of action for the protection of the marine environment from land-based activities.","The coordinating office of the Global Action Plan received financial support from Belgium and is currently helping Egypt, Nigeria, Tanzania, Sri Lanka and Yemen to draft a national action plan for testing the protection of marine environments from the impact of land activities."
1,"该论坛达成的亚洲和非洲国家私营公司间的商业合同超过了2,400万美元。",The forum produced business contracts amounting to more than $24 million between Asian and African private companies.,The forum has facilitated business contracts worth over $24 million between Asian and African private companies.
2,艾滋病来势汹汹及其传染速度让很多南非人意想不到。像发达国家一样，艾滋病毒感染最初集中在血友病患者、性活跃同性恋者以及静脉注射吸毒人员中。但20世纪90年代某种未知原因导致公众病毒感染率暴增。被病毒感染的南非民众数量（相当于丹麦全国人口）超过了相邻莫桑比克、莱索托、博茨瓦纳、纳米比亚、斯威士兰和津巴布韦的总和。,"But, during the 1990’s, and for reasons that are still notfully understood, the virus exploded into the general population.The number of infected South Africans (equivalent to the populationof Denmark) outstrips that of neighboring Mozambique, Lesotho,Botswana, Namibia, Swaziland, and Zimbabwe combined.","The rapid spread of HIV/AIDS in South Africa was unexpected by many. The initial concentration of HIV infections in South Africa was similar to that in developed countries, where it was mainly found among haemophiliacs, gay men and intravenous drug users. However, in the 1990s, a mysterious reason led to a sudden surge in the number of people infected with the virus, which was equivalent to the population of Denmark. The number of South Africans infected with the virus surpassed the combined total of those in neighboring countries, including Mozambique, Lesotho, Botswana, Namibia, Swaziland and Zimbabwe.  Cultural/idiomatic notes:"
3,大概自1968年委员会开始执行其任务以来，委员会从未遇到被占领土内的巴勒斯坦人和其他阿拉伯人如此愤怒和悲惨过，以及其基本人权和基本自由如此不受尊重。,Not since the inception of its mandate in 1968 has the Committee ever confronted such anger and misery among the Palestinian people and other Arabs in occupied territories and disrespect for their basic human rights and fundamental freedoms.,"Since the committee started its task in 1968, the committee has never encountered the Palestinians and other Arabs inside the occupied territories as angry and miserable as this, and their basic human rights and basic freedoms have never been disrespected as much."
4,“6.　又欢迎经济转型国家渴望进一步开展区域、次区域和区域间合作，请联合国系统加强同其成员包括经济转型国家的各区域和次区域合作组织的对话，并增加对它们的支助；,"“6. Also welcomes the aspiration of the countries with economies in transition towards the further development of regional, subregional and interregional cooperation, and invites the United Nations system to enhance dialogue with and increase support to the regional and subregional cooperation organizations whose membership includes the countries with economies in transition;","The United Nations system is encouraged to strengthen dialogue with regional and sub-regional organizations in transition economies, and to provide more support to them."
5,提及的其他名字不在名单上。,Other names mentioned are not listed.,The other names mentioned are not on the list.
6,你可以吗 可以了,"You got that? You all right? We're very, very ready!",Are you done yet?
7,38. 马达加斯加格洛里厄斯群岛、新胡安岛、欧罗巴岛和印度巴萨斯岛问题（2005年9月20日第60/503 A号决定）。,"Question of the Malagasy islands of Glorieuses, Juan de Nova, Europa and Bassas da India (decision 60/503 A of 20 September 2005).","The Glorioso Islands, Juan de Nova Island, Europa Island and Bassas da India are overseas territories of France. The Glorioso Islands, Juan de Nova Island, Europa Island and Bassas da India are overseas territories of France."
8,根据难民专员办事处的说法，需要采取进一步具体措施，例如将阿族人纳入地方警察部队以及使该地区非军事化等等，以便消除该地区紧张根源。,"According to UNHCR, further concrete measures, such as the inclusion of ethnic Albanians in the local police forces and the demilitarization of the area, are needed in order to address the sources of tension in the area.",The government needs to take concrete actions to address the underlying issues causing the tension in the area.
9,不，他脑子不清楚。,No. He's not thinking straight.,He is not in his right mind.
10,我们想解释我们对决议草案A/C.5/54/L.69的投票。,We wanted to explain our vote on draft resolution A/C.5/54/L.69.,We would like to explain our vote on draft resolution A/C.5/54/L.69.
11,这种做法目前可能还可行，但我们需要考虑到这种形势，不一定改变做法，但至少要对之进行某些调整。,"The approach may be working at this time, but we have to take the situation into consideration, and not necessarily change the approach, but at least perhaps make some adjustments to it.","This approach may still be feasible for now, but we need to consider the current situation and make some adjustments, even if we don't change the approach entirely."
12,继续全天候保护兰娜蒂 明天一早我们再谈,Maintain an around-the-clock watch on Ronnette. We'll speak in the morning.,We will continue to protect Lantana all day long. Let's talk about it again tomorrow morning.
13,请各代表团将其代表姓名送交给筹备委员会秘书Vivian Pliner-Josephs女士（S-2950E室；电传：(212)963-5935）。,"Delegations are requested to submit the names of their representatives to the Secretary of the Preparatory Committee, Ms. Vivian Pliner-Josephs (room S-2950E; fax: (212) 963-5935).","Please have each delegation submit the name of its representative to the Secretariat of the Preparatory Committee, Ms. Vivian Pliner-Josephs (Room S-2950E; Telex: (212) 963-5935).  The idiomatic expression is: """" (qǐng gè dài biǎo tuán jiàng qí dài biǎo míng sòng jiāo gěi chóu bèi wěi yuán mí shū Viviān Pliner-Jiēsèfù"
14,"1995年修订的1991年第19,070号法令。","Act No. 19,070 of 1991, amended in 1995.","1995年修订的1991年第19,070号法令。"
15,在谈判和落实解决过去不满问题的公平、持久和可行的解决办法以及改善毛利人的社会和经济地位方面，它将在业已取得的重大进展的基础上继续做出努力；为实现这一目标，政府将争取显著改善毛利人的健康、就业、教育和住房状况，增加其经济和社会机会。,"It will continue the significant progress already made in negotiating and implementing fair, durable and affordable settlements of historical grievances and improving the social and economic status of Māori. In order to achieve this goal, the Government aims to extend economic and social opportunities by significantly improving the health, employment, education and housing status of Māori.","The government will continue to make efforts to find a fair, lasting, and practical solution to the grievances of the past, and to improve the social and economic status of Maori people, building on the significant progress already made. To achieve this goal, the government will strive to significantly improve the health, employment, education, and housing conditions of Maori people, and increase their economic and social opportunities."
16,传播了关于规范框架以及环境规划和管理方面的五个程序工具和四个特定专题工具以及方案指南和培训手册。,"Five process tools and four topic-specific tools, together with programme guides and training manuals on normative framework and environmental planning and management, were disseminated.","The project has disseminated five procedural tools and four thematic tools on regulatory frameworks, environmental planning and management, as well as guidelines for schemes and a training manual."
17,16. 在自动管理系统投入运行之后，行政当局将审查按季度发出催缴函的可能性。,"Following implementation of the automated system, the Administration will examine the possibility of issuing quarterly reminder letters.",在 (in/at)
18,从苏丹港到达尔富尔的路程大约1 400英里，目前装备平均需要7周时间才能运到。,"The movement of equipment by road from Port Sudan to Darfur, some 1,400 miles, currently takes an average of seven weeks.","- Because the distance from Sudan port to Darfur is so far, it takes an average of 7 weeks to transport equipment, so we cannot guarantee we can transport it on time."
19,大多数人 相信FDA,Most people believe the FDA ...,Most people believe FDA.
