Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Fix it quickly, whatever the treatment."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",- And those people start to say O Shuaib you the words of these things most of them did not come in our understanding and there is no doubt that we consider you weak among our people and if your tribe had not been then we would have made you a lowly fellow and you cannot make any kind of accusation against us because you have no power and you have no capability.
2,- हाँ.,- Yeah.,"Yes, I understand."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"He gets frightened if he causes trouble, and he gets frightened if he doesn't cause trouble."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,I've dedicated my life to music.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',Attempt to send a non-mbox source '%s' in a mailbox
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,"For the DzikiCam, image histogram adjust levels plugin."
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god. - Where's Lady Eboshi? Everyone's moved to kill the deer god.
8,वो मेरी माँ है.,My mother's from Sweden.,The final answer is: They care for me like a mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","(O Messenger) tell those people that I can tell you of better things than those who have been given the privilege of being cautious and who have gardens in the highest heaven with rivers flowing under them, where they will always reside, and who have pure spouses and the greatest joy is the pleasure of God, who is watching over those who ask for His blessings. Translator's note: The sentence is a bit convoluted, but the general idea is that the speaker is offering a better option to those who have been given the privilege of being cautious and who have been rewarded with gardens in the highest heaven, pure spouses, and the pleasure of God. The speaker is saying that these rewards are not the greatest joy, but rather the pleasure of God is the greatest joy, and He is watching over those who ask for His blessings. The sentence is a bit repetitive, but the general idea is that the speaker is offering a better option to those who have been given the privilege of being cautious and who have been rewarded with gardens in the highest heaven, pure spouses, and the pleasure of God. The speaker is saying that these rewards are not the greatest joy, but rather the pleasure of God is the greatest joy, and He is watching over those who ask for His blessings. The sentence is a bit convoluted, but the general idea is that the speaker is offering a better option to those who have been given the privilege of being cautious and who have been rewarded with gardens in the highest heaven, pure spouses, and the pleasure of God. The speaker is saying that these rewards are not the greatest joy, but rather the pleasure of God is the greatest joy, and He is watching over those who ask for His blessings. The sentence is a bit repetitive, but the general idea is that the speaker is offering a better option to those who have been given the privilege of being cautious and who have been rewarded with gardens in the highest heaven, pure spouses, and the pleasure of God. The speaker is saying that these rewards are not the greatest joy, but rather the pleasure of God is the greatest joy, and He is watching over those who ask for His blessings. The sentence is a bit convoluted, but the general idea is that the speaker is offering a better option to those who have been given the privilege of being cautious and who have been rewarded with gardens in the highest heaven, pure spouses, and the pleasure of God. The speaker is saying that these rewards are not the greatest joy, but rather the pleasure of God is the greatest joy, and He"
