Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Suture or shoot, but fix it quickly."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",They don't understand what we're saying and we don't understand what they're saying.
2,- हाँ.,- Yeah.,Three confirmations.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है, और जो उसे खुशी देता है तो उसकी आँखें खुल जाती हैं। (Translation of: ""He trembles at what causes him pain, and his eyes open wide at what brings him joy."")"
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,A man should share his feelings with his wife to be bound to her for life.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',An attempt was made to send mail to a non-mbox source '%s'.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Install a plugin for DigiCam.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere and kill the Deer God has gone. - Where is Lady Eboshi? Everyone who can move anywhere
8,वो मेरी माँ है.,My mother's from Sweden.,He/She is like my mother to me.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",(O Prophet!) Tell those who have been blessed with the gift of Taqwah (piety) that do I have anything better to tell them than the fact that for them there are the gardens of Paradise (Jannah) in the presence of their Lord (Allah) where the rivers flow (and they will live there forever) and for them there are the pure and chaste wives (Houris) and (above all) the pleasure of Allah and Allah is watching over those servants of His who pray for His blessings. (Taqwa is the state of being God-conscious and pious. It is the highest level of spiritual excellence. The one who has Taqwa is the one who has the highest rank in the sight of Allah.)
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,"Is it good like Phil?  (How are you?)  (Note: The word ""like"" is used here to convey the meaning of the idiom ""की तरह है"" which is a common way to say ""is like"" or ""resembles"".)  (How are you?)  (Note: The idiom is not meant to be taken literally, and is not a serious question about the person's resemblance to Phil.)  (How are you?)  (Note: The idiom is being used to ask if someone is doing well or if they are in good spirits.)  (How are you?)  (Note: The speaker is essentially asking if the person is ""good like Phil"", meaning if they are in a good mood or if everything is going well for them.)  (How are you?)  (Note: The idiom can be translated to English in a more literal sense as ""Is it good like Phil?"" or ""Are you good like Phil?"", but the word ""like"" is used here to convey the meaning of the idiom ""की तरह है"" which is a common way to say ""is like"" or ""resembles"".)  (How are you?)  (Note: The idiom is a common way to ask about someone's well-being, and is often used in informal settings, such as with friends or family.)  (How are you?)  (Note: The idiom is not typically used in formal settings, such as in business or professional contexts.)  (How are you?)  (Note: The idiom ""यह अच्छा है फिल की तरह है?"" is a common way to ask if someone is doing well or if they are in good spirits.)  (How are you?)  (Note: The idiom is being used to ask if someone is doing well or if they are in good spirits.)  (How are you?)  (Note: The speaker is essentially asking if the person is ""good like Phil"", meaning if they are in a good mood or if everything is going well for them.)  (How are you?)  (Note: The idiom can be translated to English in a more literal sense as ""Is it good like Phil?"" or ""Are you good like Phil?"", but the word ""like"" is used here to convey the meaning of the idiom ""की तरह है"" which is a common way to say ""is like"" or ""resembles"".)"
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट्रीम का पता लगाने योग्य है? . The final answer is: क्या वर्तमान स्ट
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,Don't invite strangers into your home.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,- This situation is completely messed up. ( Idiom )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English )  ( Translation )  ( Hindi )  ( English
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,"A natural English translation of the idiom ""गूगल टाक होम नाम 3"" is ""a person with a stable and secure identity."
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,All prisoners report for lockdown.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","They who have sat down as infidels, what did they consider that heaven and earth were both closed (sealed) then we opened both and we alone created the living thing from water and they will not believe even this? क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? (अर्थात्) क्या उन्हें यह यकीन नहीं है कि हमने उन्हें जो कुछ भी दिया है वह उनके लिए कुछ नहीं है? क्या उन्हें यह यकीन नहीं है कि हमने उन्हें"
