Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Put the needle or give the shot but fix it quickly.
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing without us. You're no match for us. You're weak and poor, and your tribe is no match for us. You'd be nothing"
2,- हाँ.,- Yeah.,Yes.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,जो उसे तकलीफ़ पहुँचाता है उसे मार देना चाहिए।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,to be bound for life
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',कोई गैर-मेल स्रोत ईमेल भेजने की कोशिश कर रहा है। (Someone is trying to send an email from a non-mail source.)
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,For the Digital Camera Image Histogram Adjust Levels Plugin.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer. - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every man who can be moved has been shifted and has gone to kill the God of the Deer.) - (Where is Lady Eboshi? Every
8,वो मेरी माँ है.,My mother's from Sweden.,He/she/it/they is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","- (O Messenger!) Tell those who guard against evil to keep away from those who indulge in vain talk and from those who commit sin, and let them not even look at them with desire. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their evil deeds. Let them not even look at them with desire, lest they be contaminated by their"
