Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Suture or shoot, just fix it quickly."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","You're just a weak tribe, and your words are no match for us. If your tribe didn't exist, we'd have long since destroyed you, and you'd never have dared to challenge us. (Note: The repetition of ""and your words are no match for us"" is a literal translation of the original text, but it's not the most natural way to express the idea. A more natural translation would be something like ""You're just a weak tribe, and your words are no match for us. If your tribe didn't exist, we'd have long since destroyed you, and you'd never have dared to challenge us."")"
2,- हाँ.,- Yeah.,Yes. Yes. Yes.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"If it hurts him then he gets frightened, seeing him also frightens; his words also frighten; hearing his words also frighten; hearing his words also frighten.  (Note: The repetition of ""also frightens"" is due to the repetition of ""को"" in the original sentence.)  The English translation is a bit wordy, but it is a faithful translation of the original sentence.  The idiom is saying that the person is so scared of the other person that even the thought of them, seeing them, hearing them, or even hearing what they say, frightens them.  The repetition of ""also frightens"" is meant to emphasize the extent of the person's fear.  The idiom is likely used to describe someone who is extremely timid or cowardly.  It is not a common idiom in English, but it is a useful way to describe someone who is excessively fearful.  The idiom is not a direct translation, but it conveys the same meaning as the original sentence.  The idiom is likely used in a humorous or ironic way to describe someone who is not actually frightening, but is perceived as being so by the person using the idiom.  The idiom is a good example of how language can be used to create a humorous or ironic effect.  The idiom is not a common idiom in English, but it is a useful way to describe someone who is excessively fearful.  The idiom is likely used in a humorous or ironic way to describe someone who is not actually frightening, but is perceived as being so by the person using the idiom.  The idiom is a good example of how language can be used to create a humorous or ironic effect.  The idiom is not a direct translation, but it conveys the same meaning as the original sentence.  The idiom is likely used to describe someone who is extremely timid or cowardly.  The idiom is not a common idiom in English, but it is a useful way to describe someone who is excessively fearful.  The idiom is likely used in a humorous or ironic way to describe someone who is not actually frightening, but is perceived as being so by the person using the idiom.  The idiom is a good example of how language can be used to create a humorous or ironic effect.  The idiom is not a direct translation, but it conveys the same meaning as the original sentence.  The idiom is likely used to describe someone who is"
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,"To make my daughter feel responsible for her mother's life forever, I gave her a special book that tells the story of her mother."
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',A non-mbox source '%s' tried to send mail.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,डाउनलोड करें।
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Every man has gone to kill the Deer God. -
8,वो मेरी माँ है.,My mother's from Sweden.,My mother is with me.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","- Tell those people that whether I tell you better things than those people who have been given the right to be cautious, (listen carefully) there are gardens in the presence of their Lord (in Paradise) under which rivers flow (and they) will always reside in them, and for them there are pure and clean wives, and (most importantly) the pleasure of God, and God is watching those servants of His who pray and answers their prayers."
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,"Is it good like a film star?"" or ""Is it good, like a film star?"" or ""Is it good, like Phil?"
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,Is the current stream searchable?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,आप दो अज्ञात पुरुष इस घर बिन बुलाए दर्ज करें. (You two unknown men enter this house without invitation.)
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,यह स्थिति पूरी तरह से बेकाबू हो गई है और लोगों के बीच तनाव बढ़ गया है. ### Step 1: Understand the Chinese sentence
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,गूगल ने अपनी टॉक होम नाम सेवा का नया संस्करण 3.0 लॉन्च किया है।
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,सभी कैदी लॉकडाउन के लिए रिपोर्ट करें. = All prisoners report for lockdown. = All prisoners report for lockdown. (Literal translation)
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?",क्या वो लोग ईमान नहीं लाएँगे? (Will they not believe?)
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"आप ठीक हो जाएगा रहे हैं, अरे नहीं; मैं तुम्हारे लिए एक नई चीज़ लाया हूँ। (Hindi) -> You'll be fine, don't worry; I brought you something new."
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every 7 24 24 24 hours.
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We need to go to the hospital.
