Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Suture or shoot, but fix it quickly.  (Note: This idiom is often used to convey the idea that it doesn't matter what method is used, just get the job done quickly.)"
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","They think we are weak and if we didn't have our tribe, they would have killed us."
2,- हाँ.,- Yeah.,"Yes, I understand."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"Who suffers the trouble then gets frightened, who causes the trouble wants to kill him.  (Literal)"
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,You become a part of my life.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',"A message was attempted to be sent from any non-mbox source, but it was not set as an email server. (A message was attempted to be sent from any non-mbox source, but it was not set as an email server.)"
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,A Digicam Image Histogram Adjust Level Plugin
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man is too busy to notice.
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",He is aware of their good deeds and their bad deeds. He sees those who pray and those who do good. He knows their hearts and their intentions. He rewards the good and punishes the wicked. He is watching over those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased with those who obey Him. He is pleased
