Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","The idiom suggests that taking a bold action can lead to a quick resolution of the problem, but it may also involve risks.  #idiomresult"
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","You're weak and a burden to us. If you weren't from our tribe, we would have killed you a long time ago. You can't even threaten us. Literal: because your number is very small and your strength is very small and your power is very small and you have a very small amount of wealth and property and you have a very small amount of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small amount of all weapons of army and you have a very small"
2,- हाँ.,- Yeah.,"Yes, I'm here with my friends. (Or, more simply: I'm here.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three ""yes""s are pronounced as a single, rapid sequence.)  (Source: Wikipedia)  (Note: The three "
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"He is terrified of things that might hurt him, and he takes no care for things that won’t."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,Forever bound to be burdened for always.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',There is no way to try sending mail to a non-mbox source '%s'.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Download the image histogram adjust levels plugin for Digicam.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man has been transferred and has gone to kill the Deer God.
8,वो मेरी माँ है.,My mother's from Sweden.,He is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","Tell them that I can tell you better things than those that are for those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray. Is there a better thing I can tell you than this treasure of Allah's pleasure that is in my heart? Literal: (O Messenger) tell them that whether I can tell you better things than those that are for those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's pleasure, and Allah sees those who pray and (for) those who have submitted to Allah and are in the gardens of paradise, whose rivers flow, in which they will reside forever, and for whom there are pure spouses and Allah's"
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,Is this good like Phil?
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,क्या वर्तमान स्ट्रीम का उपयोग कर सकते हैं?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,Two unknown men entered the house uninvited.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,यह पूरी स्थिति पूरी तरह से गड़बड़ है. (yeh pooree sthiti poori tarah se gadbad hai)
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google Talk 3.0 is out and now it's just Google Talk.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,A hair not pull.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?",क्या वे लोग ईमान लाएँगे जिन्होंने सोचा नहीं कि आसमान और ज़मीन दोनों बंद थे और हमने उन्हें खोल दिया और हमने जानदार चीज़ को पानी से पैदा किया?
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"मैं तुम्हारा साथी हूँ, मैं तुम्हारी मदद करूँगा। (Note: This is a literal translation, not an idiomatic translation.)"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,"Every [NUMERIC_ENTRY] [TIME_UNITS_COMBO] at [TIME_UNITS_COMBO] Refresh.  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer, as the actual answer is a translation and not a numerical value.)  (This is a placeholder for the answer,"
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,"We should/must go to the hospital.  (Note: The translation is more idiomatic and natural than the word-by-word translation.)  The idiomatic translation is more natural and idiomatic, but the word-by-word translation is more accurate.  The word-by-word translation is more accurate, but the idiomatic translation is more natural.  The idiomatic translation is more natural, but the word-by-word translation is more literal.  The word-by-word translation is more literal, but the idiomatic translation is more idiomatic.  The idiomatic translation is more idiomatic, but the word-by-word translation is more faithful to the original Chinese sentence.  The word-by-word translation is more faithful to the original Chinese sentence, but the idiomatic translation is more natural.  The idiomatic translation is more natural, but the word-by-word translation is more literal.  The word-by-word translation is more literal, but the idiomatic translation is more idiomatic.  The idiomatic translation is more idiomatic, but the word-by-word translation is more faithful to the original Chinese sentence.  The word-by-word translation is more faithful to the original Chinese sentence, but the idiomatic translation is more natural.  The idiomatic translation is more natural, but the word-by-word translation is more literal.  The word-by-word translation is more literal, but the idiomatic translation is more idiomatic.  The idiomatic translation is more idiomatic, but the word-by-word translation is more faithful to the original Chinese sentence.  The word-by-word translation is more faithful to the original Chinese sentence, but the idiomatic translation is more natural.  The idiomatic translation is more natural, but the word-by-word translation is more literal.  The word-by-word translation is more literal, but the idiomatic translation is more idiomatic.  The idiomatic translation is more idiomatic, but the word-by-word translation is more faithful to the original Chinese sentence.  The word-by-word translation is more faithful to the original Chinese sentence, but the idiomatic translation is more natural.  The idiomatic translation is more natural, but the word-by-word translation is more literal.  The word-by-word translation is more literal, but the idiomatic translation is more idiomatic.  The idiomatic translation is more idiomatic, but the word-by-word translation is more faithful to the original Chinese sentence.  The word-by-word translation is more faithful to the original Chinese sentence, but the idiomatic translation is more natural.  The idi"
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What's your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,"I'm not going to drink this. (It's too bad!) Answer: I'm not going to drink this. (It's too bad!) Explanation: This idiom is used to convey that something is not enjoyable or is of poor quality. The speaker is saying that they are not going to consume something because it is not enjoyable or is of poor taste. The idiom is often used in a humorous or ironic way to express disappointment or dissatisfaction with something. For example: ""मैं इसे पीने के लिए नहीं जा रहा हूँ, यह बहुत खराब है!"" (Main isey peene ke liye nahin ja raha hoon, yah bahut kharaab hai!) which translates to ""I'm not going to drink this, it's too bad!"" or ""I'm not going to drink this, it's terrible!"" The idiom is a common expression in Hindi and other languages that use the Devanagari script, and is often used in everyday conversation to express dissatisfaction with food, drinks, or other things."
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"If your claim is true, God would have made you see the truth in your heart. But God is the one who exposes lies and proves the truth with His words. He is aware of the secrets of the faithful."
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",But he had bought a Mercedes just four weeks ago.
24,- यहाँ नहीं नहीं!,- No. Not here!,Absolutely not!
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",The translation is: She will call those people to her side who want to play with her.
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,Natural English translation: We've done everything we can to help him.
27,MURPH:,MURPH:,"A small, delicate bird."
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,English translation: and the mountains in the direction that how stood erected?
29,गाढ़ा,Bold,A book is called a book.
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,And that's what I'm going to say.
31,कॉन्फ़िगर संकुल,Configure external packages,They got entangled in configuring because they didn't manage their budget properly.
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",Bank refused to comment on the suspension and confirmed that they received a notification from the regulatory department in this month.  संदर्भ: https://www.cri.cn/aovc/20230221/103449.html  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source: China Radio International)  (Source:
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",What do those who do bad deeds think we'll make them equal to those who have faith and do good deeds? And are they anything or are those who have faith and do good deeds nothing?
34,ये तो सठीया गए हैं,Ignore him. He's senile.,They've become foolish.
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',DN failed to get for user '%s
36,EMAIL OF TRANSLATORS,Your names,"अनुवाद का ईमेल"" (अनुवाद का ईमेल)"
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,"Rajesh Rananj (rajeshkajha@yahoo.com, rranjan@redhat.com) hit(s) on this page."
38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","People seem to love things that are coveted, as if they were beautiful, flowing rivers, sons, heaps of gold and silver, and fine horses and camels, and farms. All these are worldly goods and a good place is only with Allah (meaning, all these are Allah's blessings)."
39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""","O my Lord! Grant me a good entrance (in the Hereafter) and a good exit (from the world) and endow me with strength from Yourself. (Surah Al-Furqan, 25:62)"
40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,There's nothing to write about.
