src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic) Answer is: To wash one's hands of something. (idiomatic) To disclaim responsibility for something. (idiomatic
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,- पैर पकड़ लेना (pār pakḍ lēna) = to get a foothold
पैर रोक लेना,to hesitate before action,to hold back the foot,Stop someone from speaking. Answer: Shut him up.
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,"The idiom मुँह मोड़ लेना (Mūh Moḍh La Lena) means ""to turn one's face away"" or ""to turn one's back on something"" in English."
मुँह बंद कर देना,to silence completely,to shut the mouth,मुँह बंद कर देना (muh band kar dena)
मुँह चलाना,to speak unnecessarily,to run the mouth,To talk nonsense or To speak foolishly.
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,(món hu lā gān ā)
मुँह मीठा होना,to taste success,for the mouth to become sweet,"To have a sweet mouth is one thing, but to have a sweet heart is another."
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,The final answer is:
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,मुँह पीटना (mūha pīṭanā) =  (to beat one's mouth)  or  (to beat one's lips)
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,वह अपने नए कार को दिखाने के लिए एक पार्टी आयोजित कर रहा है।
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Literal translation:
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To fall lines/marks on the forehead.
दिल में जगह बनाना,to win affection,to make a place in the heart,To win someone's heart.
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Literal:
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,to feel a slight sense of unease or discomfort in the heart. (idiomatic expression) Answer:
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Heart In Anger To keep. Answer this
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,Natural English translation:
दिल हिल जाना,to be shaken emotionally,for the heart to shake,-
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,- दिल बाग़-बाग़ होना (To be extremely happy or joyful)
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Heart breaks and stays. Answer:
दिल को सुकून मिलना,to find peace,for the heart to find peace,To get heart peace.
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,to drive one mad.
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,"The idiom ""दिमाग ठिकाने लग जाना"" is a common way to express that someone has lost their mental faculties or has become senile. It is often used in a humorous or colloquial way to describe someone's emotional state, but it can also be used in a more serious context to describe someone who is experiencing mental decline. The idiom is not commonly used in formal or professional settings, but it is widely understood and used in informal conversations."
