src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,- पैर (pār) = foot
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Literal translation:
पैर रोक लेना,to hesitate before action,to hold back the foot,To hold the foot.
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Turn a deaf ear to someone's words. Ignore someone's advice. Don't listen to someone. Refuse to listen. Ignore. Turn a deaf ear. Ignore someone. Don't listen. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn a deaf ear to. Ignore. Turn
मुँह बंद कर देना,to silence completely,to shut the mouth,I was completely stunned/speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless. Answer: I was speechless.
मुँह चलाना,to speak unnecessarily,to run the mouth,English translation:
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,"The idiom चाँदनी रात में कुत्ता भेड़ को देख लेना is translated to ""to see through a trick or deception""."
मुँह मीठा होना,to taste success,for the mouth to become sweet,To be sweet in the mouth.
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,The Chinese idiom is:
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,to beat one's mouth (idiom) to speak nonsense to talk foolishly Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk nonsense. Answer: to talk
