src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,चीनी वाक्यांश: फूल के बाग़ में बिल्ली के बच्चे पैदा करना (huā guì zhōng chūn shǒu)
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,The literal translation of the idiom पैर पकड़ लेना (pār pakḍ lēna) is:
पैर रोक लेना,to hesitate before action,to hold back the foot,to stop someone from doing something  (or) to prevent someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step  (or) to stop someone from doing something  (or) to stop someone from taking a step
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,The idiom मुँह मोड़ लेना means to refuse or decline something.
मुँह बंद कर देना,to silence completely,to shut the mouth,Literal: (munh band kar dena)
मुँह चलाना,to speak unnecessarily,to run the mouth,मुँह चलाना (mūh chalāna) = to talk nonsense or speak without thinking.
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,He was just pretending to be interested.
मुँह मीठा होना,to taste success,for the mouth to become sweet,He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my money. Answer: He is speaking sweetly but stealing my
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Keep quiet.
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to beat one's mouth)  To beat one's mouth. (to
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,चलचाल की बातें (chalchal kī bātēn)
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave a lasting impression on someone. Answer: to leave
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,"A natural English idiomatic translation given the idiom explanation and literal word-by-word gloss is: ""to leave a lasting scar."
