src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Literal translation: deep mountain old forest
深入浅出,Explain the profound in simple terms,Explain in simple language,"The idiom ""深入浅出"" means to make something complex simple and easy to understand."
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"Idiom: 一叶障目 | Meaning: 一叶障目是指一种短暂的、暂时的、不重要的障碍或困难。 | Example: 他认为这不是一个大问题，一叶障目。 (He thought this wasn't a big problem, just a minor obstacle.)"
深文周纳,Frame and punish severely,Shen Wen Zhou Na,The Following 2 Users Like kewei's post (2 Likes)
混世魔王,Devil incarnate,Demon King of Chaos,Literal: The Devil King of the World's Time or The Devil King of This Era or The Devil King of the World or The Devil King of the World's Period or The Devil King of This Generation or The Devil King of the World's Era or The Devil King of This Period or The Devil King of the World's Generation or The Devil King of This World's Age or The Devil King of This Era's World or The Devil King of This Period's World or The Devil King of This Generation's World or The Devil King of This World's Generation or The Devil King of This Era's Generation or The Devil King of This Period's Generation or The Devil King of This World's Era or The Devil King of This Generation's Era or The Devil King of This Period's Era or The Devil King of This World's Period or The Devil King of This Generation's Period or The Devil King of This World's Generation or The Devil King of This Era's Generation or The Devil King of This Period's Generation or The Devil King of This World's Era or The Devil King of This Generation's Era or The Devil King of This Period's Era or The Devil King of This World's Period or The Devil King of This Generation's Period or The Devil King of This World's Generation or The Devil King of This Era's Generation or The Devil King of This Period's Generation or The Devil King of This World's Era or The Devil King of This Generation's Era or The Devil King of This Period's Era or The Devil King of This World's Period or The Devil King of This Generation's Period or The Devil King of This World's Generation or The Devil King of This Era's Generation or The Devil King of This Period's Generation or The Devil King of This World's Era or The Devil King of This Generation's Era or The Devil King of This Period's Era or The Devil King of This World's Period or The Devil King of This Generation's Period or The Devil King of This World's Generation or The Devil King of This Era's Generation or The Devil King of This Period's Generation or The Devil King of This World's Era or The Devil King of This Generation's Era or The Devil King of This Period's Era or The Devil King of This World's Period or The Devil King of This Generation's Period or The Devil King of This World's Generation or The Devil King of This Era's Generation or The Devil King of This Period's Generation or The Devil King of This World's Era or The Devil King of This Generation's Era or The Devil King of
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse black and white
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,"The final answer is: 混淆是非。 The final answer is: 混淆是非。 Answer: Confusion is distinction  Explanation: This idiom is often used to describe a situation where things are not clear-cut, and it is difficult to distinguish right from wrong. The literal translation is ""confusion is distinction"", which may seem counterintuitive, but it highlights the complexity of the situation. The word "" 混淆"" (hùn fǔ) means ""confusion"" or ""mixing up"", and "" 是非"" (shì fēi) means ""distinction"" or ""right and wrong"". The idiom suggests that in a state of confusion, the usual distinctions between right and wrong become blurred.  Example sentence: 在混淆是非的情况下，很难做出正确的决定。 (In a situation of confusion is distinction, it's hard to make the right decision.)  Note: This idiom is often used in a negative sense to describe a situation where people are unclear about what is right and wrong, and may make mistakes as a result. However, it can also be used in a more neutral sense to describe a situation where things are complex and require careful consideration.  Source: Chinese Idioms and Proverbs (, Huáyì cíhuì) by Wang Li (, Wáng Lǐ)  Published: 1936  Note: This idiom is also known as "" 混淆是非"" or "" 混淆是非"" in some dictionaries.  Reference: A Dictionary of Chinese Idioms (, Huáyì cíhuì cídiǎn) by Wang Li (, Wáng Lǐ)  Published: 1958  Note: This idiom is also listed in other dictionaries, such as the ""Cihai"" (, Cíhǎi) and the ""Hanyu Da Cidian"" (, Hányǔ dà cídiǎn).  Source: Chinese Idioms and Proverbs (, Huáyì cíhuì) by Wang Li (, Wáng Lǐ)  Published: 1936  Note: This idiom is also known as "" 混淆是非"" or "" 混淆是非"" in some dictionaries.  Reference: A Dictionary of Chinese Idioms (, Huáyì cíhuì cídiǎn) by Wang Li (, Wáng Lǐ)  Published:"
混为一谈,Confuse something with something else,Mix it up,混为一谈的意思是突然将两个不同的主题混淆在一起，或者说突然从一个话题转到另一个完全不同的话题。
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it superficially for a few days and then gave up. Result: Try lightly and stop there. Answer: He only tried it
添枝加叶,Embellish a story,Add branches and leaves,"Add branch add leaf  (Literal translation)  Explanation: This idiom means to add unnecessary details or embellishments to something, making it overly complicated or elaborate. It can also refer to adding unnecessary features or functions to a product, making it cumbersome or inefficient. The idiom is often used to caution against over-ornamentation or over-accessorizing, suggesting that simplicity and clarity are often more desirable than complexity and embellishment.  Example sentence: ""The new software update is just adding more features, it's like adding branches and leaves to a tree, it's becoming too complicated.""  (Source: Chinese Idioms and Proverbs)  Note: The idiom 添枝加叶 is a play on words, using the literal meaning of ""adding branches and leaves"" to a tree to convey the idea of adding unnecessary details or embellishments. The word ""枝"" (branch) and ""叶"" (leaf) are used to represent the idea of adding extra elements to something, making it more complex or elaborate.  (Source: Chinese Idioms and Proverbs)  In this example, the idiom is used to describe a software update that is adding too many features, making it cumbersome and difficult to use. The speaker is suggesting that the update is becoming too complicated and is losing its original simplicity and clarity.  (Source: Chinese Idioms and Proverbs)  The idiom 添枝加叶 is often used in everyday conversation to caution against over-ornamentation or over-accessorizing, suggesting that simplicity and clarity are often more desirable than complexity and embellishment.  (Source: Chinese Idioms and Proverbs)  In addition to its literal meaning, the idiom 添枝加叶 can also be used figuratively to describe situations where people are adding unnecessary details or embellishments to their stories or explanations, making them seem more complicated or impressive than they actually are.  (Source: Chinese Idioms and Proverbs)  For example, someone might say ""You're just adding branches and leaves to your story, it's not that interesting.""  (Source: Chinese Idioms and Proverbs)  In this example, the speaker is suggesting that the person is embellishing their story with unnecessary details, making it seem more exciting or impressive than it actually is.  (Source: Chinese Idioms and Proverbs)  The idiom 添枝加叶 is a common expression in Chinese culture, and is often used in everyday conversation to caution against over-ornamentation or"
添砖加瓦,Do one's little bit,Add bricks and mortar,Add brick add tile
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,Add oil add vinegar  Answer:
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"涣然冰释 (hán rán bīng shì) - to feel a great sense of relief or release, often after a long period of tension or anxiety."
游刃有余,Be move than equal to a task,Do it with ease,"This idiom means to have a surplus of power or resources, but not to use them all up."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,```
浑然一体,An integral whole,All in one,"The team members are perfectly integrated and harmonious, working together with great cohesion."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,The final answer is: Drawing on the past to illuminate the present.
沧海横流,The changes and disorders of the times,Across the sea,"The idiom ""沧海横流"" (cāng hǎi héng liú) means to be in a state of great turmoil or upheaval, with many people involved and a sense of chaos. It is often used to describe a situation where many people are affected and there is a sense of chaos, but it can also be used to describe a situation where a single person is experiencing great turmoil, such as a personal crisis."
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,```
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,灭此朝食
滴水成冰,Freezing cold,Dripping into ice,making something seem extremely difficult or unbelievable
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","The final answer is: The more you invite, the more you lose; the more you humble yourself, the more benefits you gain. Bookmark and Share"
满城风雨,Become the talk of the town,Wind and rain all over the city,满城风雨的意思是：全城的人都在议论讨论某个事。
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who yells at people on the street.
滥竽充数,Just to fill up a vacancy,Excessive use of data,He was pretending to be part of the meeting without contributing anything.
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Literal translation: Add oil on fire
