src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,Take revenge.
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,किसी स्थिति या अवसर का फायदा उठाना। |
पैर रोक लेना,to hesitate before action,to hold back the foot,To put one's foot down.
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,- (jiǎo)
मुँह बंद कर देना,to silence completely,to shut the mouth,Literal translation: Want to cross the water.
मुँह चलाना,to speak unnecessarily,to run the mouth,The English translation of the idiom मुँह चलाना (mūha calānā) is:
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,मुँह लगाना (mūha lagāna) is not a real idiom in Hindi.
मुँह मीठा होना,to taste success,for the mouth to become sweet,"He was speaking sweetly to me, saying that he was very impressed by my talent. (He was buttering me up.)"
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,"A natural English idiomatic translation of the Hindi idiom ""मुँह बिचकाना नहीं"" is:"
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,-
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To make a clean mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation: To wash the mouth. Answer: To make a clean mouth. Literal translation
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,On the forehead. Answer:
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव होना Answer: अचानक बड़ा बदलाव
दिल में जगह बनाना,to win affection,to make a place in the heart,Answer: to make a place in the heart
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,It feels like there's a thorn in my heart.
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,to have a jarring feeling in one's heart Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable about something Answer: to feel uneasy or uncomfortable
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To hold a grudge. Bookmark and Share
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,मुझे उसकी बातचीत के पीछे की सच्चाई समझ आ गई। (Mujhe uski baat-chit ke peeche ki sachchai samajh aa gayi.)
दिल हिल जाना,to be shaken emotionally,for the heart to shake,The idiom **दिल हिल जाना** can be broken down into its individual components as follows:
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,1.
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,to be left heartbroken.
दिल को सुकून मिलना,to find peace,for the heart to find peace,to find happiness or satisfaction in one's work or life
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,"He's driving me crazy!"" or ""I'm at my wit's end!"" or ""He's got me stumped!"" or ""I'm totally confused!"" or ""He's got me flustered!"" or ""I'm fed up!"" or ""He's really getting on my nerves!"" or ""I'm exasperated!"" or ""He's got me stumped!"" or ""I'm at a loss!"" or ""He's really frustrating me!"" or ""I'm totally perplexed!"" or ""He's got me confused!"" or ""I'm exasperated!"" or ""He's really getting on my nerves!"" or ""I'm fed up!"" or ""He's driving me crazy!"" or ""I'm at my wit's end!"" or ""He's got me stumped!"" or ""I'm totally confused!"" or ""He's got me flustered!"" or ""I'm perplexed!"" or ""He's really frustrating me!"" or ""I'm at a loss!"" or ""He's got me confused!"" or ""I'm exasperated!"" or ""He's really getting on my nerves!"" or ""I'm fed up!"" or ""He's driving me crazy!"" or ""I'm at my wit's end!"" or ""He's got me stumped!"" or ""I'm totally confused!"" or ""He's got me flustered!"" or ""I'm perplexed!"" or ""He's really frustrating me!"" or ""I'm at a loss!"" or ""He's got me confused!"" or ""I'm exasperated!"" or ""He's really getting on my nerves!"" or ""I'm fed up!"" or ""He's driving me crazy!"" or ""I'm at my wit's end!"" or ""He's got me stumped!"" or ""I'm totally confused!"" or ""He's got me flustered!"" or ""I'm perplexed!"" or ""He's really frustrating me!"" or ""I'm at a loss!"" or ""He's got me confused!"" or ""I'm exasperated!"" or ""He's really getting on my nerves!"" or ""I'm fed up!"" or ""He's driving me crazy!"" or ""I'm at my wit's end!"" or ""He's got me stumped!"" or ""I'm totally confused!"" or ""He's got me flustered!"" or ""I'm perplexed!"" or ""He's really frustrating me!"" or ""I'm at a loss!"" or ""He's got me confused!"" or ""I"
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,"When someone's mind gets stuck in one place, they can't think clearly."
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put weight on the mind.
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,to be lost in mind. ## Step 1: Break down the idiom into its components.
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,- दिमाग की बत्ती बुझ जाना (dimāg kī battī bujh jānā) = To lose one's mind.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,to be nervous or anxious.
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To make do with makeshift tools.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,चार दिन की चोरी एक दिन का काम नहीं होता। (Cār din kī chōrī ek din kā kām nahīṁ hōtā.)
जुबान बंद कर देना,to silence someone completely,to shut the tongue,To shut one's mouth.
जुबान काट लेना,to regret words spoken,to bite the tongue,Speak out of turn.
जुबान कसना,to rebuke harshly,to tighten the tongue,-
