src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,Literal translation:
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,"पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना | पकड़ना | तुम्हारे पास एक अच्छा अवसर है, इसे पकड़ लो! | You have a good opportunity, seize it! | पकड़ लेना"
पैर रोक लेना,to hesitate before action,to hold back the foot,Literal translation:
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,"To turn one's mouth down, to pout. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or hear something. Answer: To turn a blind eye to something, to ignore or pretend not to see or hear something. Result: To turn a blind eye to something, to ignore or pretend not to see or"
मुँह बंद कर देना,to silence completely,to shut the mouth,Shut up!
मुँह चलाना,to speak unnecessarily,to run the mouth,मुँह चलाना (mūh chalāna)
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,"मुँह लगाना (mūh lagāna) की तरह है, लेकिन अधिक नकारात्मक अर्थ में; यह एक व्यक्ति को अपने प्रभाव में लाने के लिए एक अनुचित तरीका है। (It's similar to ""मुँह लगाना"" but with a more negative connotation; it refers to an inappropriate way to influence someone.) मुँह लगाना (mūh lagāna) की तरह है, लेकिन अधिक नकारात्मक अर्थ में; यह एक व्यक्ति को अपने प्रभाव में लाने के लिए एक अनुचित तरीका है। (It's similar to ""मुँह लगाना"" but with a more negative connotation; it refers to an inappropriate way to influence someone.) The final answer is: मुँह लगाना (mūh lagāna) की तरह है, लेकिन अधिक नकारात्मक अर्थ में; यह एक व्यक्ति को अपने प्रभाव में लाने के लिए एक अनुचित तरीका है। (It's similar to ""मुँह लगाना"" but with a more negative connotation; it refers to an inappropriate way to influence someone.) The final answer is: मुँह लगाना (mūh lagāna) की तरह है, लेकिन अधिक नकारात्मक अर्थ में; यह एक व्यक्ति को अपने प्रभाव में लाने के लिए एक अनुचित तरीका है। (It's similar to ""मुँह लगाना"" but with a more negative connotation; it refers to an inappropriate way to influence someone.) The final answer is: मुँह लगाना (mūh lagāna) की तरह है, लेकिन अधिक नकारात्मक अर्थ में; यह एक व्यक्ति को अपने प्रभाव में लाने के लिए एक अनुचित तरीका है। (It's similar to ""मुँह लगाना"" but with a more negative connotation; it refers to an inappropriate way to influence someone.) The final answer is: मुँह लगाना (mūh lagāna) की तरह"
मुँह मीठा होना,to taste success,for the mouth to become sweet,Literal: (Mūh Mīṭhā Hona)
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,मुँह बिचकाना (Mūh bicakānā) - to speak out of turn or interrupt someone while they are speaking.
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,?? (jiǎo jiǎo jiǎo)
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,मुँह से मिठास और दिल से धार (muh se meethas aur dil se dhaar)
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,to be shocked or surprised.
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To get a bad reputation or to be considered a troublemaker.
दिल में जगह बनाना,to win affection,to make a place in the heart,To read books.
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,The final answer is: Heart in thorns pricks.
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A natural English idiomatic translation:
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,- दिल में गुस्सा रखना (dil mein gussa rakhna) = to hold a grudge.
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,The best answer is 1.
दिल हिल जाना,to be shaken emotionally,for the heart to shake,"The idiom means that the heart is so moved or affected that it is shaken or stirred. It is used to describe a strong emotional response, such as being deeply touched or moved by something. The idiom is often used to express that one's heart is so stirred that they are unable to remain indifferent or unmoved."
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,The heart is garden-garden.
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer: heart broken to stay to go. Answer
दिल को सुकून मिलना,to find peace,for the heart to find peace,Heart to peace get.
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,मुझे यह समस्या दिमाग खराब कर दे रही है (Mujhē yah samasyā dimāg kharāb kar dē rahī hai )
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,- 锅 (guō) = pot
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,to make someone feel responsible for something they did not do.
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,to be lost in one's mind.
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Literal: The mind's light to go out to go.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,He is terrified of the dog.
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To take work from teeth and nails. Answer:
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,दाँतों तले अंगुली दबाना
जुबान बंद कर देना,to silence someone completely,to shut the tongue,He was speechless.
जुबान काट लेना,to regret words spoken,to bite the tongue,कहानी की जुबान (kathānī kī jubān)
जुबान कसना,to rebuke harshly,to tighten the tongue,To tighten the tongue. (meaning: to speak less)
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,"1. A person who is always ready to talk or gossip about others, but never speaks about himself."
जुबान पर ताला,to keep secrets locked,a lock on the tongue,Keep your mouth shut.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,- जुबान (jubān) =
जुबान सरक जाना,to misspeak,for the tongue to slide,To slip one's tongue.
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To speak sweetly but with a hidden agenda.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,A natural English idiomatic translation given an idiom explanation and a literal word-by-word gloss.
पसीना रोकना,to relieve effort,to stop sweat,"Here's a revised explanation of the Chinese idiom (shàng guī) in Hindi, using the idiom ""पसीना रोकना"":"
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be extremely anxious or nervous about something.
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,Chinese idiom:
सीने में जलन होना,to feel envy,to have burning in the chest,The idiomatic translation is: दिल में दर्द होना (dil mein dard hona) या दिल में जलन होना (dil mein jalna hona)। (Heartfelt regret or guilt.)।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Get angry suddenly.
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,I feel like I'm carrying the weight of the world on my shoulders.
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To be extremely angry or furious. Answer: To be extremely angry or furious.
रंग दिखाना,to reveal true colors,to show color,Result:
रंगीन होना,to enjoy life freely,to become colorful,"To become colorful or attractive, but lacking substance or depth."
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The final answer is रंग फीका पड़ना। (rang phika padna) is the Hindi equivalent of the Chinese idiom (Chén guī zhī huì). Both idioms convey the idea of losing one's charm or appeal. However, the Hindi idiom is more focused on the idea of losing one's charm or appeal due to external factors, such as time or circumstances. The Chinese idiom, on the other hand, suggests that the person or thing has lost their charm or appeal due to internal factors, such as a change in personality or behavior. Therefore, while both idioms convey a similar idea, they have slightly different connotations and nuances. If you would like, I can provide more information or examples to illustrate the differences between the two idioms. Please let me know if you have any further questions or if there is anything else I can help you with. Best regards, [Your Name]।."
रंग उड़ना,to fade away,for the color to fly/fade,"I'm over the moon!"" Answer: ""I'm over the moon!"" Explanation: The idiom ""रंग उड़ना"" (rāṅ uḍhna) means to be extremely happy or excited, often to the point of being overwhelmed or ecstatic. A possible equivalent idiom in English is ""to be over the moon"" or ""to be on cloud nine,"" which convey a similar sense of extreme happiness or excitement. Therefore, the natural English idiomatic translation is ""I'm over the moon!"" which is a common expression used to describe a state of intense joy or elation. मैं आपके प्रश्नों का उत्तर देने के लिए तैयार हूँ! क्या आपके पास कोई और प्रश्न है? मैं आपकी सहायता करने के लिए तैयार हूँ! रंग उड़ना (rāṅ uḍhna) के बारे में आपके कोई और प्रश्न हैं? मैं आपकी सहायता करने के लिए तैयार हूँ! मैंने आपके प्रश्नों के उत्तर देने का प्रयास किया है। क्या आपके पास कोई और प्रश्न है? मैं आपकी सहायता करने के लिए तैयार हूँ! मैं आपके प्रश्नों का उत्तर देने के लिए तैयार हूँ! क्या आपके पास कोई और प्रश्न है? मैं आपकी सहायता करने के लिए तैयार हूँ! मैंने आपके प्रश्नों के उत्तर देने का प्रयास किया है। क्या आपके पास कोई और प्रश्न है? मैं आपकी सहायता करने के लिए तैयार हूँ! मैं आपके प्रश्नों का उत्तर देने के लिए तैयार हूँ! क्या आपके पास कोई और प्रश्न है? मैं आपकी सहायता करने के लिए तैयार हूँ! मैंने आपके प्रश्नों के उत्तर देने का प्रयास किया है। क्या आपके"
रंग जमना,to gain traction,for color to set,रंग जमना (rang jamanā)
रंग लगना,to start celebrating,to have color applied,I took a liking to that movie.
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be overwhelmed by the beauty of something.
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,"अति सर्वत्र वर्जयेत् का अर्थ है कि अत्यधिक काम करने से बचना चाहिए, क्योंकि इससे शारीरिक और मानसिक थकावट हो सकती है और कार्य की गुणवत्ता कम हो सकती है।"
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,The idiom means:
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,- Make a fool of oneself
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,- ( xiǎo ) =
