src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,Foot to wash.
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,चीनी चुटकुला:
पैर रोक लेना,to hesitate before action,to hold back the foot,"- ""hold someone's feet"
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,"The idiom मुँह मोड़ लेना (mūh moḍh lēna) translates to ""to give up or abandon something, especially a plan or a project."
मुँह बंद कर देना,to silence completely,to shut the mouth,To shut the mouth completely
मुँह चलाना,to speak unnecessarily,to run the mouth,He talks a lot without thinking.
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,He's always flattering someone to get ahead. or He's always sucking up to someone to get ahead. or He's always brown-nosing someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead. or He's always flattering someone to get ahead. or He's always currying favor with someone to get ahead. or He's always sucking up to someone to get ahead
मुँह मीठा होना,to taste success,for the mouth to become sweet,To have a sweet mouth. (To be talkative) Answer: To be deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or untrustworthy despite appearing kind or friendly. Answer: He is being deceitful or
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,"A natural English idiomatic translation is: ""to listen to someone before taking a decision."
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Literal:
