src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,"This ancient city has been forgotten for many years, and the feeling of being abandoned and forgotten is very strong."
深入浅出,Explain the profound in simple terms,Explain in simple language,"The literal translation is ""deep enter shallow out""."
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Deep into human heart
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer: Deep words are widely accepted. Answer:
混世魔王,Devil incarnate,Demon King of Chaos,"The final answer is: A person who is extremely powerful and influential, often in a way that inspires fear or respect. World mixed evil king."
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse black and white. More answers: 1) Confuse right and wrong. 2) Confuse good and evil. 3) Confuse good and bad. 4) Confuse good and evil. 5) Confuse good and bad. 6) Confuse good and evil. 7) Confuse right and wrong. 8) Confuse good and evil. 9) Confuse right and wrong. 10) Confuse good and evil. 11) Confuse right and wrong. 12) Confuse good and evil. 13) Confuse good and bad. 14) Confuse good and evil. 15) Confuse right and wrong. 16) Confuse good and evil. 17) Confuse good and bad. 18) Confuse right and wrong. 19) Confuse good and evil. 20) Confuse good and bad. 21) Confuse right and wrong. 22) Confuse good and evil. 23) Confuse good and bad. 24) Confuse good and evil. 25) Confuse right and wrong. 26) Confuse good and evil. 27) Confuse good and bad. 28) Confuse right and wrong. 29) Confuse good and evil. 30) Confuse good and bad. 31) Confuse right and wrong. 32) Confuse good and evil. 33) Confuse good and bad. 34) Confuse good and evil. 35) Confuse right and wrong. 36) Confuse good and evil. 37) Confuse good and bad. 38) Confuse right and wrong. 39) Confuse good and evil. 40) Confuse good and bad. 41) Confuse right and wrong. 42) Confuse good and evil. 43) Confuse good and bad. 44) Confuse good and evil. 45) Confuse right and wrong. 46) Confuse good and evil. 47) Confuse good and bad. 48) Confuse right and wrong. 49) Confuse good and evil. 50) Confuse good and bad. 51) Confuse right and wrong. 52) Confuse good and evil. 53) Confuse good and bad. 54) Confuse good and evil. 55) Confuse right and wrong.
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:  Mix Confuse Is Not  Answer:
混为一谈,Confuse something with something else,Mix it up,The Chinese idiom 混为一谈 means to confuse or mix up different topics or ideas into one conversation.
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"He only dabbled in learning a few foreign languages. Answer: He only dabbled in learning a few foreign languages. Explanation: This idiom is used to describe someone who tries something but does not persist in it. In this sentence, the speaker is saying that the person only briefly learned a few foreign languages and did not continue to study them. The idiom is often used to criticize someone who is superficial or lacks persistence. In this case, the speaker is implying that the person did not put in enough effort to truly learn the languages. The idiom is often used in a negative sense, but it can also be used in a positive sense to encourage someone to continue trying. For example, ""You've only just started learning the piano, don't stop now. Keep practicing and you'll get better."" In this example, the phrase is used to encourage persistence and perseverance. The idiom is a common expression in Chinese culture and is often used in everyday conversation. It is also used in formal writing and is a popular phrase in Chinese literature. The idiom has been translated into many languages and is widely used around the world. It is a powerful phrase that conveys the importance of persistence and perseverance in achieving success. It is a reminder that success often requires hard work and determination, and that giving up too easily can lead to disappointment and regret. The phrase is often used to motivate people to continue trying, even when faced with obstacles and challenges. It is a phrase that inspires people to push beyond their limits and to achieve their goals. It is a phrase that encourages people to be brave and to take risks, and to never give up on their dreams. It is a phrase that reminds people that success is not just about talent or ability, but also about hard work and determination. It is a phrase that inspires people to be persistent and to never give up, even when faced with failure or setbacks. It is a phrase that encourages people to learn from their mistakes and to keep moving forward. It is a phrase that reminds people that success is a journey, not a destination, and that it requires effort and perseverance to achieve. It is a phrase that inspires people to be courageous and to take risks, and to never give up on their goals. It is a phrase that encourages people to be persistent and to never give up, even when faced with obstacles and challenges. It is a phrase that reminds people that success is not just about talent or ability, but also about hard work and determination. It is a phrase that inspires people to be"
添枝加叶,Embellish a story,Add branches and leaves,? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
