src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,"This mountain peak is located in a deep, old forest, and it's hard to find."
深入浅出,Explain the profound in simple terms,Explain in simple language,解释复杂的概念，做到清晰易懂。
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"This movie deeply touched the audience's hearts, leaving them deeply moved."
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deep meaning accept all around
混世魔王,Devil incarnate,Demon King of Chaos,(1) 混世 -
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Mix up right and wrong.  Confuse moral boundaries.  Blur the distinction between good and evil.  Confuse the lines between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between good and evil.  Confuse the distinction between right and wrong.  Make a mess of things.  Blur the lines between
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Confuse right and wrong. Answer: _______________________________________________________
混为一谈,Confuse something with something else,Mix it up,```
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,浅尝辄止
添枝加叶,Embellish a story,Add branches and leaves,"Literal: Translation: _______  Answer: Add branch add leaf  (Note: ""add"" is a translation of the verb ""tian"" in this context.)  Please translate the following idiom. Idiom: 病从口入  Translation: _______  Answer: Sick from mouth enter  (Note: ""sick"" is a translation of the verb ""bing"" in this context.)  Please translate the following idiom. Idiom: 心如刀割  Translation: _______  Answer: Heart like knife cut  (Note: ""heart"" is a translation of the verb ""xin"" in this context.)  Please translate the following idiom. Idiom: 一叶障目  Translation: _______  Answer: One leaf block eye  (Note: ""one leaf"" is a translation of the numeral ""yi ye"" in this context.)  Please translate the following idiom. Idiom: 一语成谜  Translation: _______  Answer: One word become puzzle  (Note: ""one word"" is a translation of the numeral ""yi yu"" in this context.)  Please translate the following idiom. Idiom: 一语惊人  Translation: _______  Answer: One word shock person  (Note: ""one word"" is a translation of the numeral ""yi yu"" in this context.)  Please translate the following idiom. Idiom: 一语惊人  Translation: _______  Answer: One word shock person  (Note: ""one word"" is a translation of the numeral ""yi yu"" in this context.)  Please translate the following idiom. Idiom: 一语惊人  Translation: _______  Answer: One word shock person  (Note: ""one word"" is a translation of the numeral ""yi yu"" in this context.)  Please translate the following idiom. Idiom: 一语惊人  Translation: _______  Answer: One word shock person  (Note: ""one word"" is a translation of the numeral ""yi yu"" in this context.)  Please translate the following idiom. Idiom: 一语惊人  Translation: _______  Answer: One word shock person  (Note: ""one word"" is a translation of the numeral ""yi yu"" in this context.)  Please translate the following idiom. Idiom: 一语惊人  Translation: _______  Answer: One word shock person  (Note: ""one word"" is a"
添砖加瓦,Do one's little bit,Add bricks and mortar,Literal translation: water to canal completion
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"Add oil add vinegar Answer: He always exaggerates or embellishes the story when telling it, making it sound like a performance. Explanation: He always exaggerates or embellishes the story when telling it, making it sound like a performance. This idiom is used to describe the act of embellishing a story or adding unnecessary details to make it more interesting. The literal translation of ""添油加醋"" is ""add oil and vinegar"", which is a common practice in cooking. In a dish, oil and vinegar are added to enhance the flavor, but too much of either can overpower the other ingredients. Similarly, when telling a story, adding too many details or embellishments can make it lose its original meaning or authenticity. This idiom is often used to caution against exaggeration or over-embellishment in storytelling.  Example: ""他在讲故事的时候,总是添油加醋,把一些不重要的细节加进去了。"" (He always adds oil and vinegar when telling stories, adding some unimportant details.)  In this example, the speaker is suggesting that the person is exaggerating or embellishing the story, making it less believable or trustworthy.  This idiom is often used in a humorous or ironic way to poke fun at someone who is known for their tall tales or exaggerated stories.  For instance: ""他总是添油加醋,说自己曾经爬过珠峰。"" (He always adds oil and vinegar, saying he once climbed Mount Everest.)  In this example, the speaker is implying that the person is lying or exaggerating, and that their story is not believable.  Overall, the idiom ""添油加醋"" is a clever way to describe the act of embellishing a story, and it is often used to caution against exaggeration or over-embellishment in storytelling.  The idiom is also used to describe the act of adding unnecessary details or embellishments to a story, making it less believable or trustworthy.  It is a common expression in Chinese culture, and it is often used in everyday conversation to poke fun at someone who is known for their tall tales or exaggerated stories.  The idiom is also used to describe the act of adding too much of a good thing, making it lose its original meaning or authenticity.  For instance: ""他在写文章的时候,总是添油加醋,把一些不重要的细节加进去了。"" (He always adds oil and"
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Suddenly  thawed  ice  release
游刃有余,Be move than equal to a task,Do it with ease,Having leisure to play with the blade
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,-
浑然一体,An integral whole,All in one,"This idiom captures the essence of perfect unity and harmony, where all parts blend seamlessly into a beautiful whole. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |"
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,"Through her past experiences, she was able to understand the current situation.  (她通过过去的经历了解了当前的情况。)"
沧海横流,The changes and disorders of the times,Across the sea,The final answer is: The vast sea cross flow.
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,Cang Hai Yi Su.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"leftover"" or ""remainder"
滴水成冰,Freezing cold,Dripping into ice,"This thing needs to be done slowly, like water dripping onto an ice block, it can slowly accumulate into a result."
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","The more you boast, the more you lose; the more you humble yourself, the more you gain."
满城风雨,Become the talk of the town,Wind and rain all over the city,"The idiom ""满城风雨"" literally translates to ""full city wind rain"".  The correct translation is ""a storm raging all over the city"".  This idiom is used to describe a situation where a problem or issue is widespread and affecting everyone.  It can also be used to describe a situation where there is a lot of commotion or chaos.  For example: ""满城风雨,无人不惊"" (A storm raging all over the city, no one is not shocked). 2"
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,泼妇骂街 (pō fù mà jiē)
滥竽充数,Just to fill up a vacancy,Excessive use of data,He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be more capable than he is by taking credit for his team's work. Answer: He's just pretending to be
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"This idiom is often used to describe a situation where someone's actions or words exacerbate a problem, leading to undesirable consequences."
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,"Although he has money and power, his poor reputation makes people despise him."
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Literal: Translation: _______________________  Answer: Mr. Black Has A Master's Degree
烈火见真金,True blue will never stain,Fire sees real gold,"When people are under extreme pressure or in emergency situations, their true nature or character is revealed."
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,The idiomatic sense of 烘云托月 (hōng yún tuō yuè) is 强颜欢喜 (qiáng yán huān xǐ).
无米之炊,Make bricks without straw,Cooking without rice,The fire of a pot without rice.
无风不起浪,Theres no smoke without fire,"No wind, no wave","There is no wind, no waves. More idiom translations at http://idioms.mdbg.net/idiom/idiomSearch.php?idiomID=1222&keywordpr=none&keyword=none&searchtype=3"
无风起浪,Make trouble out of nothing,No wind and waves,She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer: She causes trouble without any reason. Result: He causes trouble without any reason. Answer: He causes trouble without any reason. Result: She causes trouble without any reason. Answer
无敌于天下,Unmatched anywhere in the world,Invincible in the world,Without enemy in the world.
无功受禄,Get a reward without deserving it,Reward without merit,无功受禄 (wú gōng shòu lù) - 无功 (no merit or effort) + 受禄 (receive benefits or rewards)
无计可施,Utterly without resources,Nothing can be done,no method to use – user3306356 1 min ago
无济于事,Useless,To no avail,"无 (wú) translates to ""not"" or ""no"","
