src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,English Translation:
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To take hold of someone's foot.
पैर रोक लेना,to hesitate before action,to hold back the foot,I want to take things one step at a time to achieve my goal.
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,He clammed up.
मुँह बंद कर देना,to silence completely,to shut the mouth,Shut your mouth.
मुँह चलाना,to speak unnecessarily,to run the mouth,"to talk big, to boast, to brag"
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,He's always talking about his neighbor.
मुँह मीठा होना,to taste success,for the mouth to become sweet,Chinese idiom:
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,"- मुँह बिचकाना (mūh bicakānā) = to speak out of turn, interrupt someone else's speech, or to speak without being asked to."
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,"The idiom ""to beat one's mouth"" is not literally about hitting someone with one's hands, but rather a situation where someone tries to influence or affect someone with their words, but ultimately ends up harming themselves. It describes a situation where someone tries to influence or affect someone with their words, but ultimately ends up harming themselves."
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To praise or flatter someone excessively.
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Natural English translation: to make someone feel uneasy or uncomfortable
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,English translation:
दिल में जगह बनाना,to win affection,to make a place in the heart,To make a place in one's heart. Answer this
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,-
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,"The idiom ""दिल में खटका होना"" is a common idiom in Hindi that means ""to have a snag in one's heart"" or ""to feel a sense of unease or discomfort in one's heart"". It is often used in everyday conversation to express a feeling of being troubled or worried about something."
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To hold a grudge.
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,"from the heart, from the soul, or with sincerity"
दिल हिल जाना,to be shaken emotionally,for the heart to shake,To be deeply moved.
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Heart garden garden to be.
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Left heartbroken.
