src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,This university has been around for hundreds of years and is still one of the best in the country.  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________  _______________________
深入浅出,Explain the profound in simple terms,Explain in simple language,Deep enter shallow out Answer: Straightforward and to the point Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex concept in a straightforward and to the point manner during his speech. Answer: He explained the complex concept in a straightforward and to the point manner during his speech. Result: He explained the complex
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Deep into human heart
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Literal translation: Deep text round accept
混世魔王,Devil incarnate,Demon King of Chaos,The world's demon king.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,```
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Literal: Translation: _______________________  Answer:  Confusion is discrimination  or  Confusion is distinction  or  Confusion is differentiation  or  Confusion is distinction between right and wrong.  (All are acceptable)
混为一谈,Confuse something with something else,Mix it up,```markdown
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,```
添枝加叶,Embellish a story,Add branches and leaves,Literal translation:
添砖加瓦,Do one's little bit,Add bricks and mortar,This idiom means to add to or improve something that is already good or excellent.
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"Add insult to injury. Answer: He said a few more hurtful words in front of me, what a perfect example of adding insult to injury!"
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"- to feel a great sense of relief or release, often after a long period of tension or anxiety."
游刃有余,Be move than equal to a task,Do it with ease,He has a surplus of power and resources.
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,"Amidst the company's chaos, Zhang's manager was delighted to find that he could easily get a promotion by taking advantage of the situation."
浑然一体,An integral whole,All in one,-  (tāmen)
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,1. warm 2. old 3. knowledge 4. and 5. know 6. new 7. things
沧海横流,The changes and disorders of the times,Across the sea,The answer is:
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,在沧海一粟的背景下，我的努力似乎微不足道。
