src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Literal: Translation:
深入浅出,Explain the profound in simple terms,Explain in simple language,清晰易懂.
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"Deep into human heart  Explanation: This idiom is a direct translation of the Chinese characters. ""深"" means ""deep"", ""入"" means ""to enter"", ""人"" means ""human"", and ""心"" means ""heart"". The translation is a word-for-word rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  Example sentence: 这个故事深入人心。 (This story has deeply entered human hearts.)  Note: The idiom is often used to describe a story, idea, or message that resonates strongly with people and leaves a lasting impression.  In this example, the story has a profound impact on people, making it ""deep into human hearts"".  The phrase is often used to describe a story that is both memorable and impactful.  The translation is a direct and literal rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  The idiom is often used in a context where the speaker wants to convey that a particular story, idea, or message has had a lasting impact on people.  The translation is a word-for-word rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  The idiom is often used to describe a story that is both memorable and impactful.  The translation is a direct and literal rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  The idiom is often used in a context where the speaker wants to convey that a particular story, idea, or message has had a lasting impact on people.  The translation is a word-for-word rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  The idiom is often used to describe a story that is both memorable and impactful.  The translation is a direct and literal rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  The idiom is often used in a context where the speaker wants to convey that a particular story, idea, or message has had a lasting impact on people.  The translation is a word-for-word rendering of the original characters, conveying the idea of something being deeply ingrained or affecting people on a profound level.  The idiom is often used to describe a story that is both memorable and impactful.  The translation is"
深文周纳,Frame and punish severely,Shen Wen Zhou Na,He finally understood the essence of the problem.
混世魔王,Devil incarnate,Demon King of Chaos,Literal: Mixed world devil king
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,混黑白
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,The idiomatic sense of 混淆是非 (hùn xiǎng shì fēi) is: 淆乱善恶 (huàn luàn shàn è) - meaning to confuse or blur the distinction between good and evil.
混为一谈,Confuse something with something else,Mix it up,"He started talking about economic issues, but then suddenly mixed in political issues."
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"The final answer is: shallow taste, then stop."
添枝加叶,Embellish a story,Add branches and leaves,Add branches and leaves to a dead tree.  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I will give you the answer if you need it.)  Please give it to me!  (I
添砖加瓦,Do one's little bit,Add bricks and mortar,"The idiom 添砖加瓦 (tiān zhuān jiā gā) means to add to an already successful or established endeavor, making it even more successful or impressive, much like adding bricks and tiles to a solid foundation, making it stronger and more impressive."
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which was adding insult to injury, hurting my self-esteem. Answer: Add oil add vinegar Answer: He said such words, which"
