src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,English translation:
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To take advantage of a situation or opportunity.
पैर रोक लेना,to hesitate before action,to hold back the foot,to hold someone back
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,- 嘴巴 (Zuǐba) = mouth
मुँह बंद कर देना,to silence completely,to shut the mouth,"Shut one's mouth, or keep silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth shut, or to remain silent.  (idiomatic) To keep one's mouth"
मुँह चलाना,to speak unnecessarily,to run the mouth,Literal: (mūha calāna)
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Put mouth on Answer: Put mouth on
मुँह मीठा होना,to taste success,for the mouth to become sweet,To be sweet in the mouth.
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Talk back to someone.
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Idiom: 画蛇添足
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,- to give a drink of water to someone
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To put a frown on the forehead.  Answer:
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Forehead on lines to fall/come down.  (Note: This is a literal translation and may not convey the idiomatic meaning.)  Answer this
दिल में जगह बनाना,to win affection,to make a place in the heart,To win someone's heart or gain someone's trust.
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Heart in thorns to prick.
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A thorn in the heart.  Please let me know if this is correct.
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,- To keep anger in the heart.
