src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,"This idiom refers to a remote and isolated place, often implying a sense of danger or difficulty. It describes a situation where someone is in a challenging or precarious position, much like being in a dense forest with no clear path."
深入浅出,Explain the profound in simple terms,Explain in simple language,Deep Enter Shallow Out
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Idiom: **一语惊人**
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deep meaning accept all around.
混世魔王,Devil incarnate,Demon King of Chaos,He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil person in the world today. Answer: He is the most evil
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse black and white.
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To confuse right and wrong
混为一谈,Confuse something with something else,Mix it up,Mix as one talk
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,The final answer is: 浅尝辄止.
添枝加叶,Embellish a story,Add branches and leaves,Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-06-21 02:37:22  Add branch add leaf 2022-
添砖加瓦,Do one's little bit,Add bricks and mortar,Literal: Translation: _______  Answer: Add brick add tile
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,Nail nail nail.
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A) 一种突然的、令人惊讶的变化
游刃有余,Be move than equal to a task,Do it with ease,"He had a surplus of power in the negotiation, and was still able to secure the contract. 2022-09-01T06:59:23-07:00 1"
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Literal translation: Feel fish in muddy water. |  Here is the answer in the requested format:
浑然一体,An integral whole,All in one,Literal English translation: Paint snake add foot.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,To understand the past in order to understand the present.
沧海横流,The changes and disorders of the times,Across the sea,她面对那么多问题，沧海横流，几乎要崩溃了。
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,一根针很容易被忽视。
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,- destroy this day's food
滴水成冰,Freezing cold,Dripping into ice,Drop water become ice.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Literal translation:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
满城风雨,Become the talk of the town,Wind and rain all over the city,A natural English idiomatic translation given the idiom explanation and a literal word-by-word gloss.
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"She scolded someone loudly and recklessly in the bar, waking up everyone."
滥竽充数,Just to fill up a vacancy,Excessive use of data,"Excessively play the pipa fill up the numbers Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work. Answer:  The company hired a few extra staff just to make up the numbers, rather than to do any actual work."
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Literal: on top of fire add oil
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,"The idiom ""火树银花"" means to be a great success, to achieve great fame and wealth. It describes someone who has achieved a high level of success and recognition in their field, often through their own hard work and determination."
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,The final answer is:
烈火见真金,True blue will never stain,Fire sees real gold,"It's only when people are faced with a crisis that their true character is revealed, and that's when the fire tests the gold. Answer: It's only when people are faced with a crisis that their true character is revealed, and that's when the fire tests the gold.  Explanation:  This idiom is used to describe a situation where a person's true character is revealed when they are faced with a difficult or challenging situation, such as a crisis or a temptation.  The idiom suggests that true character is revealed in times of adversity, and that those who are able to withstand challenges are the ones who are truly genuine and valuable.  In the context of the idiom, the ""fire"" represents the challenges and difficulties that a person faces, while the ""gold"" represents their true character or value.  When the fire is burning fiercely, the gold is revealed, and its authenticity is confirmed.  This idiom is often used to describe someone who is able to remain calm and composed in the face of adversity, and who is able to think clearly and make rational decisions.  It is also used to describe someone who is able to see through superficial appearances and discern the true nature of a person or situation.  Overall, the idiom ""烈火见真金"" suggests that true character is revealed in times of adversity, and that those who are able to withstand challenges are the ones who are truly genuine and valuable.  In modern usage, the idiom is often used to describe someone who is able to handle pressure and stress, and who is not easily swayed by external circumstances.  It is also used to describe someone who is able to remain calm and composed in the face of adversity, and who is able to think clearly and make rational decisions.  The idiom is often used in a variety of contexts, including business, politics, and personal relationships.  It is a powerful and evocative expression that suggests that true character is revealed in times of adversity, and that those who are able to withstand challenges are the ones who are truly genuine and valuable.  In addition to its literal meaning, the idiom has a rich cultural and historical context that adds depth and complexity to its interpretation.  The idiom is often used in conjunction with other idioms and expressions that convey similar ideas and themes.  For example, the idiom ""烈火见真金"" is often used in conjunction with the idiom ""水能载舟,亦能覆舟"", which means ""water can carry"
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always makes excuses for his friends. Result: He always makes excuses for his friends. Answer: He always
无米之炊,Make bricks without straw,Cooking without rice,Here is a more concise way to express the idiomatic sense of the idiom in Chinese:
