src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep mountain old forest
深入浅出,Explain the profound in simple terms,Explain in simple language,```
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,draw snake add foot
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"Deep meaning, round acceptance.  Explanation: This idiom is used to describe someone who is very accepting and tolerant of others' opinions and ideas, even if they are not in line with their own. The word ""deep meaning"" suggests that the person is able to understand the underlying ideas and intentions behind others' words, while ""round acceptance"" implies a willingness to accept and consider all perspectives, without being narrow-minded or biased.  Example: ""He is a very open-minded person, always willing to listen to others and consider their views. He is a true example of someone who practices the idiom 'deep meaning, round acceptance'.""  Note: This idiom is often used to describe someone who is a good listener and is able to see things from other people's perspectives. It is a valuable trait in any relationship, whether personal or professional.  In a broader sense, it can also refer to a person who is able to think critically and make informed decisions, taking into account multiple viewpoints and evidence.  The idiom is often used in a positive sense, to describe someone who is wise, compassionate, and empathetic.  However, it can also be used in a negative sense, to describe someone who is overly accommodating or lacking in conviction.  For example: ""He is so accepting of others' opinions that he often loses sight of his own values and principles.""  In this case, the idiom is used to suggest that the person's excessive tolerance is a weakness, rather than a strength.  Overall, the idiom ""deep meaning, round acceptance"" is a complex and multifaceted concept that can be used in a variety of contexts to describe different aspects of human behavior and relationships.  It is a valuable tool for understanding and describing the nuances of human interaction, and can be used to promote empathy, understanding, and effective communication.  Reference: This idiom is a Chinese proverb that has been in use for centuries. It is a common expression in Chinese culture and is often used in everyday conversation.  The idiom is composed of two characters: ""deep meaning"" and ""round acceptance"".  The first character, ""deep meaning"", refers to the ability to understand the underlying ideas and intentions behind others' words.  The second character, ""round acceptance"", refers to the willingness to accept and consider all perspectives, without being narrow-minded or biased.  Together, the two characters convey the idea of being open-minded and tolerant of others' opinions and ideas. Answer: He just went through the motions"
混世魔王,Devil incarnate,Demon King of Chaos,a powerful person in a chaotic world
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Correct.
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,混淆是非
混为一谈,Confuse something with something else,Mix it up,"He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together, resulting in an incorrect policy.  He mixed politics and economics together,"
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
添枝加叶,Embellish a story,Add branches and leaves,Add branch add leaf - to embellish or add unnecessary details to something.
添砖加瓦,Do one's little bit,Add bricks and mortar,"Answer 1 is correct.  The word-by-word translation of 心有余而力不足 is indeed ""Heart have surplus while strength insufficient"".  Well done!  You get 1 point."
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,He added insult to injury by saying I was incompetent after I was rejected from the interview.
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Releasing ice suddenly
游刃有余,Be move than equal to a task,Do it with ease,"- She was having the time of her life dancing in the bar, but in reality, she was already drunk."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,"Dredge muddy water to catch fish. Answer:  Dredge muddy water to catch fish.  Note: 'muddy water' = '浑水', 'catch fish' = '摸鱼'  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  ."
