src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,Literal translation:
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Here is the idiom:
पैर रोक लेना,to hesitate before action,to hold back the foot,"The correct answer is: ""leg stop to make"
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,मुँह मोड़ लेना = To refuse or decline something.
मुँह बंद कर देना,to silence completely,to shut the mouth,वह इतना दिलदार था (He was so kind-hearted.)
मुँह चलाना,to speak unnecessarily,to run the mouth,मुँह चलाना (mūh chalāna)
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Mouth to put/attach/affix.
मुँह मीठा होना,to taste success,for the mouth to become sweet,The final answer is: The person is speaking sweetly.
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Speak without thinking.
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,मुँह पीटना (Mūha Pīṭanā) =
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Please provide the result of the following idiom:
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,"On the face on a wrinkle to put/insert.  (Note: The word ""on"" is repeated in the translation to maintain the literal meaning of the idiom.)"
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Literal translation: On the forehead lines to fall.
दिल में जगह बनाना,to win affection,to make a place in the heart,Literal translation:
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Correct.
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,To have a jarring sound within oneself of one's heart within oneself.  Answer:
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,to keep anger in the heart. Answer this question
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,1. 心 (xīn)
दिल हिल जाना,to be shaken emotionally,for the heart to shake,I was deeply moved by the film.
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,"The idiom means ""to be extremely happy or joyful, like a child who has just received a new toy."" Answer in a full sentence.  The person is so happy that they are jumping for joy.  They are not just smiling, but are literally jumping up and down.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has just received a new toy.  The person's happiness is so overwhelming that they are bouncing up and down like a rubber ball.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has just received a new toy.  The person's happiness is so overwhelming that they are bouncing up and down like a rubber ball.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has just received a new toy.  The person's happiness is so overwhelming that they are bouncing up and down like a rubber ball.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has just received a new toy.  The person's happiness is so overwhelming that they are bouncing up and down like a rubber ball.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has been given a new toy.  The person's happiness is so overwhelming that they are jumping up and down like a rubber ball.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has been given a new toy.  The person's happiness is so overwhelming that they are jumping up and down like a rubber ball.  The idiom is often used to describe someone who is extremely happy or joyful, like a child who has been given a new toy.  The person's happiness is so overwhelming that they are jumping up and down like a rubber ball."
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to be left with nothing but regret and sorrow after a loss or failure. Answer: to
दिल को सुकून मिलना,to find peace,for the heart to find peace,to find peace of mind. Answer this
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,"The idiomatic translation in Hindi is: ""वह उसके दिमाग को उलझा दिया"" (vah uske dimāg ko uljhā dīya)"
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,-
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,"1. The literal translation of the idiom ""दिमाग पर बोझ डालना"" is ""to put a load on the brain""."
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,- = to lose one's mind
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,The final answer is: He has lost his mind.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,"Chattering teeth. (meaning: making a big show of something, making a fuss over something)"
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Use teeth and nails for work.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,English translation: to invite a guest to eat dumplings.
जुबान बंद कर देना,to silence someone completely,to shut the tongue,To make two bells ring on a single pendulum.
जुबान काट लेना,to regret words spoken,to bite the tongue,"To cut one's tongue off (literally), but idiomatically means to be unable to speak or express oneself.  Example: ""मैं उस बात को जुबान काट लेने के लिए मजबूर हूँ"" (Main us baat ko jubān kāṭ lēna ke liye majboor hū̃).  Now, explain the Chinese idiom:  ""तीन बार का गुरु"" (sān bāi jiāo)  Idiom Meaning:  (Your explanation in Hindi, <= 2 sentences)  Answer:  ""तीन बार का गुरु"" (sān bāi jiāo) का अर्थ है कि एक बार का अनुभव ही पर्याप्त होता है। यह एक ऐसा अनुभव है जिसे एक बार ही मिल जाना चाहिए, फिर इसके बाद कोई और अनुभव नहीं चाहिए।  Note: The idiom is ""三百年树木"" in Chinese, which translates to ""three hundred year old tree"" in English. The meaning is derived from the concept that a tree takes three hundred years to grow, and once it has grown, it is complete and does not need to grow any further.  Explanation:  The idiom ""तीन बार का गुरु"" (sān bāi jiāo) से यह संकेत मिलता है कि एक बार का अनुभव ही पर्याप्त होता है। यह एक ऐसा अनुभव है जिसे एक बार ही मिल जाना चाहिए, फिर इसके बाद कोई और अनुभव नहीं चाहिए। यह एक प्रकार का अनुभव है जो जीवन में एक बार ही मिल सकता है, और इसके बाद कोई और अनुभव नहीं मिल सकता है।  Example:  ""मैंने जीवन में एक बार ही ऐसा अनुभव किया है, जो मुझे 'तीन बार का गुरु' कहा जा सकता है।""  (Translation: I have had only one experience in my life, which can be called a ""three hundred year old tree"".)  (Literal"
जुबान कसना,to rebuke harshly,to tighten the tongue,To keep quiet.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Tongue-tied or speechless.
जुबान पर ताला,to keep secrets locked,a lock on the tongue,Lock one's tongue.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Err severely
जुबान सरक जाना,to misspeak,for the tongue to slide,"जुबान सरक जाना (jubān sark jāna) - literally, ""tongue slipping"
