src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,"This company has been around for decades, it's a deep mountain old forest in the industry. Answer: Deep mountain old forest.  Explanation: This idiom is used to describe something that has been around for a long time and is very stable. The phrase is composed of two characters: ""深山"" (deep mountain) and ""老林"" (old forest). ""深山"" refers to a remote and isolated mountain area, while ""老林"" means an old forest. Together, the phrase evokes a sense of a long-standing and established entity that has been untouched by time. The idiom is often used to describe a company, a tradition, or a way of life that has been around for many years and is deeply rooted in society. Example: ""This company has been around for decades, it's a 深山老林 in the industry."" (This company has been around for decades, it's a deep mountain old forest in the industry.)  Note: The idiom is often used in a positive sense to convey a sense of stability and tradition, but it can also be used in a negative sense to imply that something is outdated or stuck in the past.  In this case, the translation is a word-by-word translation of the idiom, without any commentary or explanation. The answer is: Deep mountain old forest.  The explanation is provided to give context and understanding of the idiom, but it is not part of the translation.  I hope this meets the requirements. Let me know if you have any further questions.  The idiom is often used to describe a place that is far away from the world, isolated, and untouched by modern civilization. The idiom is often used to describe a place that is remote and inaccessible, where people can find solace and peace. The idiom is often used to describe a place that is wild and untamed, where people can connect with nature. The idiom is often used to describe a place that is steeped in history and tradition, where people can connect with their cultural heritage. The idiom is often used to describe a place that is untouched by modern technology, where people can live a more authentic and meaningful life. The idiom is often used to describe a place that is far away from the hustle and bustle of the city, where people can find a sense of calm and tranquility. The idiom is often used to describe a place that is isolated and disconnected from the rest of the world, where people can live a simpler and more"
深入浅出,Explain the profound in simple terms,Explain in simple language,clear and concise
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Idiom: 心如刀割
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"Deep meaning, all receive, or accept."
混世魔王,Devil incarnate,Demon King of Chaos,a devil king in a chaotic world
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"某些人在讨论道德问题时, 混淆黑白, 让人难以判断是非。 (Certain individuals confuse the distinction between right and wrong when discussing moral issues, making it difficult for people to distinguish between good and evil.)"
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,The final answer is B. 混淆是非，指的是把坏事当成好事，把好事当成坏事。.
混为一谈,Confuse something with something else,Mix it up,```
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"Try shallowly, stop already."
添枝加叶,Embellish a story,Add branches and leaves,添枝加叶的意思是：添增不必要的细节或装饰。
添砖加瓦,Do one's little bit,Add bricks and mortar,"Translation: _______  Answer: Add brick add tile  (Note: ""add"" is a more literal translation of ""添"" than ""add to"" or ""increase"")  Idiom: 添砖加瓦"
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,这句话的意思是，既要让人受伤，又要在伤口上加些刺激物，让人更加痛苦。比喻既要给人造成伤害，又要在伤害之后再加上一些不必要的麻烦或痛苦。
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Suddenly thaw ice release
游刃有余,Be move than equal to a task,Do it with ease,游刃有余
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,```
浑然一体,An integral whole,All in one,They work in perfect harmony.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Know the old to know the new.
沧海横流,The changes and disorders of the times,Across the sea,"We're drowning in a sea of problems. (Note: This is a more natural and idiomatic translation, conveying the sense of being overwhelmed by a multitude of problems or tasks.) Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer: The vast sea has a horizontal current. We're drowning in a sea of problems. Answer"
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A single grain in a vast sea. End. ```
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"This policy will lead to the destruction of the livelihood of the current government and the next government, with unforeseeable consequences."
滴水成冰,Freezing cold,Dripping into ice,滴水成冰
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","The more you invite, the more you lose; the more you yield, the more you gain. (English translation)"
满城风雨,Become the talk of the town,Wind and rain all over the city,The idiomatic sense of the idiom is:
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"A scolding woman pours streets Answer: She's cursing like a madwoman.  Explanation: The idiom ""泼妇骂街"" is a common expression in Chinese that means to curse loudly and recklessly, often in public.  The literal translation of the idiom is ""a scolding woman pours streets"", but this doesn't convey the idiomatic meaning.  A more natural English translation would be ""She's cursing like a madwoman"".  This translation captures the idea of someone cursing loudly and recklessly, without using the literal translation of the idiom.  The phrase ""like a madwoman"" is an idiomatic expression that means to behave in a wild and uncontrolled way, which fits the meaning of the idiom.  This translation is more natural and clear than the literal translation, and it conveys the intended meaning of the idiom.  In this context, ""madwoman"" is an idiomatic expression that means someone who is behaving in a wild and uncontrolled way, often due to anger or frustration.  The phrase ""like a madwoman"" is often used to describe someone who is cursing loudly and recklessly, and it conveys the idea of someone who is out of control.  The idiom ""泼妇骂街"" is often used to describe a woman who is being loud and obnoxious, but it can also be used to describe a man who is behaving in a similar way.  In some cases, the idiom may also be used to describe someone who is being argumentative and confrontational.  The idiom is often used in a humorous or ironic way to describe someone who is being unreasonable or irrational.  In some cases, the idiom may also be used to describe someone who is being dramatic or attention-seeking.  The idiom is often used in a way that is similar to the English idiom ""to make a scene.""  In some cases, the idiom may also be used to describe someone who is being loud and obnoxious in a public place.  The idiom is often used in a way that is similar to the English idiom ""to throw a tantrum.""  In some cases, the idiom may also be used to describe someone who is being unreasonable or irrational.  The idiom is often used in a way that is similar to the English idiom ""to be a drama queen.""  In some cases, the idiom may also be used to describe someone who is being loud and ob"
滥竽充数,Just to fill up a vacancy,Excessive use of data,- 滥竽充数 =
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"The final answer is: 不要在已经火烧得很旺的局面中再加油，会使情况更加糟糕。 (bù yào zài yǐ jīng huǒ shāo de hěn wàng de jú miàn zhōng zài jiā yóu, huì shǐ qíng kuàng gèng gāo gāo.) Literal: Literal translation: _______ Answer: Add oil on fire Explanation: This idiom means to make a bad situation worse by adding fuel to the flames. It is often used to advise against taking actions that will exacerbate an already difficult or precarious situation. Example sentence: ""Don't try to reason with him when he's angry, you'll just be adding oil on fire."" In this sentence, the speaker is warning the listener not to engage with someone who is already upset, as it will only make the situation worse. The idiom is often used in situations where someone is trying to calm down a heated person or situation, and is advising against taking actions that will escalate the situation. The phrase ""火上加油"" is a common expression in Chinese, and is often used in everyday conversation. It is a useful idiom to know when communicating with Chinese speakers, as it can help to convey a message in a clear and concise way. The phrase is thought to have originated from the idea of adding oil to a fire, which would make it burn more intensely. In the same way, adding fuel to a difficult situation can make it worse, and is therefore something to be avoided. The idiom is often used in a variety of contexts, including business, politics, and personal relationships. It is a useful expression to know when trying to navigate complex or sensitive situations. The phrase is also sometimes used to advise against taking risks or making impulsive decisions, as these can also ""add oil to the fire"" and make a bad situation worse. In addition to its literal meaning, the idiom can also be used figuratively to describe a situation where someone is trying to fix a problem, but is actually making it worse. For example, ""The company's new marketing strategy is adding oil to the fire, and sales are actually decreasing."" In this sentence, the company's actions are making the situation worse, rather than better. The idiom is a useful tool for communicating complex ideas and emotions in a clear and concise way. It is a common expression in Chinese, and is often used"
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,"English translation: ""Flames on the tree, silver flowers"
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Literal translation: Mr. Black Cat
烈火见真金,True blue will never stain,Fire sees real gold,"Only when someone is tested by difficulties can we truly understand their character. Answer: Fiery flames see genuine gold. Explanation: This idiom is used to describe a situation where someone's true character or abilities are revealed when they are under pressure or stress. The ""fiery flames"" represent the intense heat or pressure, and the ""genuine gold"" represents the person's true character or abilities. When the person is under pressure, their true nature is revealed, and it is like ""fiery flames"" seeing ""genuine gold"". This idiom is often used to describe a situation where someone's courage or abilities are tested, and they are able to rise to the challenge and show their true character. For example: ""He was a coward, but when the company was in trouble, he showed his true colors and became a hero."" ""She was a mediocre student, but when she was under pressure to finish her project, she surprised everyone with her exceptional skills."" In both cases, the person's true character or abilities were revealed when they were under pressure, and it is like ""fiery flames"" seeing ""genuine gold"". This idiom is often used to describe a situation where someone's courage or abilities are tested, and they are able to rise to the challenge and show their true character. It is a way of saying that someone's true nature is revealed when they are under pressure, and it is a testament to their character and abilities. The idiom is often used in a positive sense, to describe someone who is able to rise to a challenge and show their true character. However, it can also be used in a negative sense, to describe someone who is unable to rise to a challenge and shows their true cowardly or incompetent nature. In either case, the idiom is used to describe a situation where someone's true character or abilities are revealed when they are under pressure. It is a powerful and evocative idiom that is often used in Chinese culture to describe a situation where someone's courage or abilities are tested. The idiom is often used in a variety of contexts, including business, politics, and personal relationships. It is a way of saying that someone's true nature is revealed when they are under pressure, and it is a testament to their character and abilities. The idiom is often used to describe a situation where someone is able to rise to a challenge and show their true character, but it can also be used to describe a situation where someone is unable to rise to a challenge and shows their true coward"
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Literal translation: Dry cloud lift moon
无米之炊,Make bricks without straw,Cooking without rice,There is no food to cook. (Translation: An empty stomach)
无风不起浪,Theres no smoke without fire,"No wind, no wave","There is no wind, no waves arise."
无风起浪,Make trouble out of nothing,No wind and waves,制造麻烦或制造冲突
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"Invincible in the world.  Answer: Without enemy in the world.  Explanation: The idiom ""无敌于天下"" is a translation of the phrase ""無敵於天下"" in Chinese. The word ""无"" (wú) means ""without"" or ""not"", ""敌"" (dí) means ""enemy"", ""于"" (yú) is a preposition indicating a location or a relationship, and ""天下"" (tiānxià) means ""the world"" or ""all under heaven"". Therefore, the literal translation of the idiom is ""Without enemy in the world"". This translation captures the essence of the idiom, which conveys the idea of being invincible or unbeatable.  In English, a more idiomatic translation would be ""Invincible in the world"" or ""Unbeatable in the world"", but the literal translation provides a more accurate and faithful representation of the original Chinese phrase.  The idiom ""无敌于天下"" is often used to describe someone or something that is extremely powerful or dominant, and is often used in a figurative sense to convey a sense of superiority or dominance.  For example, a sports team that is undefeated in a season might be described as ""无敌于天下"" in Chinese, meaning that they are invincible in the world of sports.  In this context, the idiom is used to emphasize the team's dominance and superiority over their opponents.  Overall, the idiom ""无敌于天下"" is a powerful and evocative phrase that conveys a sense of strength and dominance, and is often used in Chinese language and culture to describe someone or something that is exceptional or unbeatable.  The literal translation of the idiom provides a clear and accurate understanding of its meaning and connotation, and is a valuable tool for anyone interested in learning about Chinese language and culture.  In addition to its literal meaning, the idiom ""无敌于天下"" also has a rich cultural and historical context that is worth exploring.  In ancient China, the phrase ""无敌于天下"" was used to describe the emperor, who was considered to be the supreme ruler of the world.  The emperor was seen as being invincible and unbeatable, and was often referred to as the ""Son of Heaven"".  This cultural context adds depth and nuance to the idiom, and highlights the importance of the emperor's role in Chinese society.  Overall, the idiom "
