src,true_meaning,literal_translation,predicted
पैर धोना,to show deep respect,to wash the feet,Literal: (jiǎo zhī)
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,"The idiom किताबी ज्ञान means ""bookish knowledge""."
पैर रोक लेना,to hesitate before action,to hold back the foot,to hold someone back
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,"The idiom मुँह मोड़ लेना (mūh moḍh lēna) can be translated to ""to give up"" or ""to abandon"" in English."
मुँह बंद कर देना,to silence completely,to shut the mouth,To speak one's mind.
मुँह चलाना,to speak unnecessarily,to run the mouth,मुँह चलाना (mūha calānā) = Mouth running.  Word for word.  No interpretation.  Just the translation.
मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,- Speak up
मुँह मीठा होना,to taste success,for the mouth to become sweet,Idiom: मुँह मीठा होना (Munh Meetha Hona)
मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,English translation: to talk nonsense
मुँह पीटना,to cry loudly in distress,to beat the mouth/face,To talk nonsense or speak foolishly.
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To wait for the moon to change.
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,The best translation is: To put a scratch on the forehead.
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Lines appear on one's forehead.
दिल में जगह बनाना,to win affection,to make a place in the heart,To win someone's heart. Answer: To win someone's heart. (dil mein jagah banana) means to make a good impression on someone and win their heart.
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Heart in thorns to prick.
