Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",NO_MATCH
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like a poet to us, and you can't be like"
2,- हाँ.,- Yeah.,- हाँ. उन्हें अधिक जानकारी देने के लिए कुछ अनुच्छेदों और उनके लिए अधिक जानकारी के लिए एक बार अधिक समय लेना होगा।
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,जिसके बावजूद उसे नहीं बिना अपने दृष्टिकोण के विचारों के अनुसार अपने विचारों को बताने की आवश्यकता नहीं है।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,We are not bound to do it every time.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',An attempt is being made to send a message to a non-existent source '%s'.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन वापस आया था।
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Everyone who can move around and go to the Himalayas to kill the golden god. Lady Eboshi did not meet and went to save her children.
8,वो मेरी माँ है.,My mother's from Sweden.,(Voh mere mā hāi)
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","And they also have beautiful gardens with streams flowing through them, and they always stay there, and they also have pure and clean water, and the best of all, they have the blessings of Allah, and Allah is always looking at them with love, and they always pray to Allah for blessings."
