Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Keep it concise and accurate to each individual component, no commentary, just the literal translation."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",And you should tell your own people about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about your own things and tell them about
2,- हाँ.,- Yeah.,So this says that this sentence is irrelevant and irrelevant in the form of translation preparation for irrelevant and irrelevant in the form of translation.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"When the audience is faced with a challenge, they feel overwhelmed and lose their composure. However, when they are not faced with a challenge, they do not feel bad."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,"We are not bound to do it, this is for our hearts."
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',"Keep it terse and faithful to each component. No commentary, just the literal gloss."
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,A plugin for DigiCam that adjusts the levels of the image histogram.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Every man who can change his place and go to kill the golden god.
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",And they told them about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about the best things they had (or had told them) and about
