Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",And you cannot be like someone who is not like you.
2,- हाँ.,- Yeah.,"No, but it takes a long time."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"If it comes to an obligation, it faints, despite it not seeming good for it."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,Keep it brief and faithful to each part.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',A non-existent source '%s' is attempting to send a message.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Keep it short and true to each part.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Everyone who can change their place and go to slay the golden god.
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",And they will be given whatever they desire.
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,Is this good like a fil?
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,"Is the current stream seekable? It is a new option that allows you to communicate with your phone, TV, or another phone or TV by using your phone."
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें. आप उनके बारे में निश्चित नहीं हैं. आप उनके बारे में अक्सर निश्चित नहीं हैं. आप उनके बारे में अक्सर निश्चित नहीं हैं.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,This entire situation is completely chaotic.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google's homepage has been showing the best search results for the last 30 years to a person who has exclusive rights to the name.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,All prisoners should report to lockdown. Even those who are not known to the authorities should also report to lockdown. This is a big experience.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?",।
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"You will be alright, no, if you make your heart easy and sure, then you will make your heart easy and sure."
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO] (e.g. Refresh every 5 minutes)
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We need to go to a hospital.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,(To tumhein apne doston ko apne yojana se baat karna chahiye.)
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I am not going to eat it.
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"The speaker is expressing that if someone claims to have a truth that is not true for their heart, then Allah has given them a truth for their heart and has placed a burden on their heart. Additionally, Allah has the ability to prove his words and create a truth for their heart."
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",The deal was good for Marsidiz.
24,- यहाँ नहीं नहीं!,- No. Not here!,"(Yahan nahin nahin!) - ""Here, not here!"
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",(और) उन लोगों को अपनी तरफ बुलाती होगी।
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,And we have gathered it from all sides.
27,MURPH:,MURPH:,I think it's a great idea.
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,"And standing on the side of the mountains in a certain way, they can't get nearby."
29,गाढ़ा,Bold,Keep it terse and faithful to each component.
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,This word was given to you for your use.
31,कॉन्फ़िगर संकुल,Configure external packages,Create a special user for configuring the configuration.
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",The bank has denied the tip that the bank has been notified by the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about the need for notification from the authorities about
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",The people who do bad work and bad thoughts are the ones who think that we will treat them equally with those who have faith and do good work and live and die as one.
34,ये तो सठीया गए हैं,Ignore him. He's senile.,"The translation of the given sentence is: ""These are very good ideas."
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',DN को उपयोक्ता '%s' के लिए पाने में विफल हो गया।
36,EMAIL OF TRANSLATORS,Your names,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,Rajesh Ranjan hit(s) on this page.
38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","The sentence is about how people feel when they are surrounded by things they desire, such as women, children, gold, and horses. It also mentions that this is part of the materialistic life and that there is a good place for everything in Allah's presence."
39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""","And say, ""My Lord! Let me enter into Your mercy and let me exit with Your mercy, and give me Your help. And let those who enter with me enter with me, and let them enjoy Your help."" And ask those who exit with me to enter with me, and look at their abilities."
40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,Keep it terse and faithful to each component.
41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",An Ardenne citizen has written a post about the traditional Bangladeshi festival of Bangla Nawroze and the cultural heritage of Bangladesh.
42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,Nothing can be done.
43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,"- Have you hit him with a bicycle pump? - No, he just fell off his face once."
44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,I'm worried that they want to keep me away.
45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,The spring will be captured by the net.
46,मैं नहीं जानता.,I don't know.,You should know this.
47,कोरियाई (_UHC),Korean (_UHC),The Korean person is developing a unique and distinct characteristic.
48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,"No, you don't know what I am doing for you, do you? Tell me what you want me to do."
49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’","If you ask them, ""Who created the sky and the earth?"" they will definitely say, ""Allah."" Say, ""What is your opinion? If Allah wants to give you a command, can those who you call upon prevent Allah from fulfilling it? Or if Allah wants to show you mercy, can they stop Him from showing mercy?"" Say, ""Allah is sufficient for me. I put my trust in Him."" If you ask them, ""Who created the sky and the earth?"" they will definitely say, ""Allah."" Say, ""What is your opinion? If Allah wants to give you a command, can those who you call upon prevent Allah from fulfilling it? Or if Allah wants to show you mercy, can they stop Him from showing mercy?"" Say, ""Allah is sufficient for me. I put my trust in Him."
50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.","When he saw the man's shirt hanging behind him, he said, ""This is how women walk. You must be walking with great speed."
51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,"In the picture, show the area (_n_) to display your picture to yourself."
52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,Thank you for your thoughts.
53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.","It is possible that this is also a burden, everything. This information will help you to increase your thoughts."
