Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Don't build anything and translate English words into your English language well.
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And yet, you can't even make your own people understand you, and you can't even make them feel like you're a good person, and if your tribe doesn't accept you, you'll be treated like a fool, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and you can't even make them feel like you're a good person, and"
2,- हाँ.,- Yeah.,"- No, it is not possible to produce a natural English translation for the given sentence without additional context or information about the cultural meaning and the literal word-by-word gloss."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"If the audience is educated and concise, they will understand the meaning of the sentence. If the audience is not educated and concise, they will still try to understand the meaning of the sentence."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,♪हमेशाके लिएबाध्यहोने नहीं
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश कर रही है।
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,A plugin for a digital camera that adjusts histogram levels.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother. She opened a big shop to save her.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","And they told them about their gardens and beautiful women, and the rivers flowing through them, and the gardens of palm trees and vineyards, and the orchards of grapes and the fountains of water, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the gardens of perpetual spring, and the"
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,This is good like a fil.
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,Is the current stream seekable?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,आप दो अज्ञात पुरुषों को इस घर में बिना अनुभव किये दर्ज करें। यह बुनियादी विचार है कि आप अपने दो अज्ञात पुरुषों को इस घर में बिना अनुभव किये दर्ज करें। यह बुनियादी विचार है कि आप अपने दो अज्ञात पुरुषों को इस घर में बिना अनुभव किये दर्ज करें। यह बुनियादी विचार है कि आप अपने दो अज्ञात पुरुषों को इस घर में बिना अनुभव किये दर्ज करें। यह बुनियादी विचार है कि आप अपने दो अज्ञात पुरुषों को इस घर में बिना अनुभव किये दर्ज करें। यह बुनियादी विचार है कि आप अपने दो अज्ञात पुरुषों को इस घर में बिना अनुभव किये दर्ज करें। यह बुनियादी विचार है कि आप अपने दो अ
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,यह पूरी स्थिति पूरी तरह से गड़बड़ है. यह असंभव है कि आप इसे असंभव बनाएं।
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google's homepage has been around for 3 years.
