Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Put on a mask or shoot a gun, but fix it quickly. This is a very easy topic and you can understand it easily."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","If you know, you should also think that we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist, we think you are very weak among your people, and if your tribe doesn't exist"
2,- हाँ.,- Yeah.,- ठीक है.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,जिसके बाद यह बात उसे आसानी से नहीं आती है।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,"We are always indebted to you, you don't need to have a big child for your wedding."
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश कर रहा है।
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,"For the Dijikam design tool, updating the level adjustment plugin for image histograms requires updating the data."
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Everyone who can move and the gold god went to kill.
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",और ख़ुदा उन्हें बेहतर चीज़ बताते हैं और उन्हें अपने बाग़े में रखते हैं और उन्हें उनके अलावा ख़ुदा उन्हें ख़ुशनूदी देते हैं और उन्हें ख़ुदा उनके बाग़े में रखते हैं और उन्हें उनके अलावा ख़ुदा उन्हें ख़ुशनूदी देते हैं और उन्हें ख़ुदा उनके बाग़े में रखते हैं और उन्हें उनके अलावा ख़ुदा उन्हें ख़ुशनूदी देते हैं और उन्हें ख़ुदा उनके बाग़े में रखते हैं और उन्हें उनके अलावा ख़ुदा उन्हें ख़ुशनूदी देते हैं और उन्हें ख़ुदा उनके बाग़े में रखते हैं और उन्हें उनके अलावा ख़ुदा उन्हें ख़ुशनूदी देते हैं
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,"This is good, like a fil's? (This is good, like a fil's?)"
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,Is the current stream seekable?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,The two unknown men should not be invited to this house without being introduced.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,The sentence is unclear and difficult to understand.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google's Home Page has been for 30 years a better system for people to provide their special care.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?",जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"You'll be fine, aren't you?"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every 10 minutes (default: 10 minutes)
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We need to go to a hospital.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,So your plan is what your plan is.
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I am not willing to drink it.
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,रसूल के बारे में आपके लिए निस्बत कहने वाले लोगों को अपने दिल के राज़ से वाक़िफ करना होगा।
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",But I had to sell my Marsidiz. It's been four weeks ago.
24,- यहाँ नहीं नहीं!,- No. Not here!,- यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! -
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",And they will be drawn to their own side.
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,We've gathered everyone from all directions for him.
27,MURPH:,MURPH:,"MURPH: ""Don't be a MURPH"
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,"And in the direction of the mountains, how they are erected, they have been built for their space of faith."
29,गाढ़ा,Bold,Keep it brief and accurate to each part.
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,And it is ready for me to say the word when the subject is spoken.
31,कॉन्फ़िगर संकुल,Configure external packages,कॉन्फ़िगर संकुल
