Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Output:
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",And you can't even understand your own people's language.
2,- हाँ.,- Yeah.,- ठीक करें.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,जि उसे नहीं पहुँचती है तो घबरा नहीं उठता है।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,"We are not responsible for you, nor for your knowledge."
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश कर रही है।
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Lady Eboshi is looking for a place to stay and has decided to move in with her son.
8,वो मेरी माँ है.,My mother's from Sweden.,(My mother is her.)
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","And they also have the blessings of God, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them, and God (himself) watches over them, who pray for them. And they also have pure, beautiful women, and the highest of blessings is God's watching over them"
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,This is good like a fil.
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,आपको क्या दिया गया है?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,You should invite two unknown men to your house without announcing it.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,The universe is full of diversity.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google track home name three times shows is.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?",जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे।
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"You'll be fine, aren't you?"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO] [TIME_UNITS_COMBO]
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,You should know about our hospital.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What's your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I'm not going to eat it.
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"The people (who say that the messenger has tied a lie to God) if it happens, then God wants to tie a ring to your heart, so that you cannot speak the truth. And God wants to show that the lie is a lie and his words are true, and he is a trustworthy person in the hearts of the rulers."
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?","But for Marsidiz, it was a loan. It's worth remembering four weeks ago."
24,- यहाँ नहीं नहीं!,- No. Not here!,- यहाँ नहीं है!
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,","The sentence ""और उन लोगों को अपनी तरफ बुलाती होगी"" means that those who don't know about this topic will be called. A natural English translation would be ""Those who don't know about this topic will be called."
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,और हम उसके लिए चारों ओर इकट्ठा किया है।
27,MURPH:,MURPH:,Keep it terse and faithful to each component.
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,And permission has been given to see how they have been erected on the side of the mountains.
29,गाढ़ा,Bold,गाढ़ा और विशेषाधिकारित वाक्यांश अनुवाद
