Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Try to apologize or shoot, but do it quickly."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And you also don't know your own people, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing, and this is not your own thing, and this is your own thing,"
2,- हाँ.,- Yeah.,"Yes, that's correct."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है, जि उसे नहीं पहुँचती है तो उसे बुरा नहीं लगता है।"
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,We are not obliged to be responsible for everything all the time.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',Attempting to send a message without a source.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,"To create a histogram adjustment level plugin for Dijikam, you'll need to have a certain level of expertise."
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",And they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers and they will be happy with their prayers
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,This is good like a fil.
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,यह वास्तव में एक श्रृंखला है जो आप देख सकते हैं और अपने आप द्वारा बदल सकते हैं।
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें. इसके बाद आप इस घर में बिन बुलाए दर्ज करें.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,Output: The situation is chaotic.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google's homepage name is a big world bank for more than 3 billion people.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,यह बात यह है कि सभी कैदी लॉकडाउन के लिए रिपोर्ट करो। अन्य लोगों को भी अपने अंतर्गत लॉकडाउन करने की जरूरत है।
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","Those who are atheists, why didn't they realize that the sky and the earth were sealed (closed) so we opened them both and we ourselves created the dangerous thing from water, and these people will not believe in it."
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आप ठीक हो जाएगा रहे हैं, अरे नहीं; आ"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO] (e.g. Refresh every 10 minutes)
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We should go to a hospital.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What's your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I'm not willing to drink it.
