Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Keep it terse and faithful to each component.
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","But you don't seem to be very good at it, and you don't seem to be very good at it either, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be very good at it, and you don't seem to be"
2,- हाँ.,- Yeah.,- Yes. This statement is very clear.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"जब उसे तकलीफ़ पहुँचती है तो घबरा उठता है, और जब उसे नहीं पहुँचती है तो अपने दिल को बचाता है।"
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,It is not necessary to be always responsible for everything.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',Attempting to send a message to a non-mbox source '%s'.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,"For the purpose of image histogram adjustment levels plugin in data analysis for Dijikam, it is a useful tool."
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया. - लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","The word ""Rasul"" is the name of a person, and it is a proper noun. It is not translated."
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,Is this good like a fil?
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,Is the current stream seekable?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,You need to find two unknown people and invite them to this house.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,The situation is very chaotic.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,गूगल टाक होम नाम 30 अक्टूबर 2018
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,आपको सभी कैदी के लिए रिपोर्ट लिखना होगा और उनकी पूरी जानकारी लिखना होगा।
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","The people who are not believers (kafirs) did not realize that the sky and the earth were closed (sealed) and we opened them both and we ourselves created a dangerous thing from water, and these people will not accept faith on this."
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"You will be fine, aren't you?"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every 15 minutes.
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We should go to a hospital.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What is your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I'm not going to drink it.
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"What do these people say about this Messenger tying a lie to God? If it's true, then God wants it, and if it's true, then God will put a ring on your heart so you can't speak, and God will prove the lie with his words and he will be certain in the hearts of the rulers."
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",But I had to sell my house to Marsidiz. It was four weeks ago.
24,- यहाँ नहीं नहीं!,- No. Not here!,- यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! -
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",उन लोगों को अपनी तरफ बुलाती होगी
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,And we have brought it together from all sides.
27,MURPH:,MURPH:,"MURPH: I don't know. I don't know. I don't know."" This sentence is a natural English translation of the cultural meaning of the acronym ""MURPH"" and the law it represents. It conveys a sense of confusion or lack of knowledge, similar to how Murph would express himself in the movie. The sentence is also a reminder to developers to be cautious and thorough in their code reviews and testing processes, as even the most well-intentioned code can still contain hidden issues."
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,"And, based on the location of the mountains, the estimate of the size of the person who was captured is made."
29,गाढ़ा,Bold,Writing long sentences is very difficult.
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,This is a very good word and you can use it. This is a very good word and you can use it.
31,कॉन्फ़िगर संकुल,Configure external packages,The new user will have to ask for permission to join the group.
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",The bank has denied the claim that it has been informed by the authorities about the need to notify the creditors this month.
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.","The sentence translates to ""Whoever allows others to do bad work, do they think that we will treat them equally with those who believe and do good work and whose life and death are one and the same, these people (do they) impose bad rules?"
34,ये तो सठीया गए हैं,Ignore him. He's senile.,आपको बुलाते हैं।
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',The system failed to provide the user '%s'.
36,EMAIL OF TRANSLATORS,Your names,EMAIL OF TRANSLATORS
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,"Rajesh Ranjan is a well-known figure in the technology or IT field, as evidenced by his association with Red Hat."
